term_str,n,n_chars,p,i,max_pos,max_pos_group,stem_porter,stop,dfidf
sting,3,5,1.4480441750009651e-05,16.07553485952764,NNP,NN,sting,0,3.169925001442312
stinking,1,8,4.826813916669885e-06,17.660497360248794,VBG,VB,stink,0,2.584962500721156
stir,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,stir,0,2.584962500721156
sto,2,3,9.65362783333977e-06,16.660497360248794,NN,NN,sto,0,2.584962500721156
stock,5,5,2.4134069583349424e-05,15.338569265361432,NN,NN,stock,0,3.0
stockton,2,8,9.65362783333977e-06,16.660497360248794,NNP,NN,stockton,0,2.584962500721156
stole,28,5,0.0001351507896667,12.85314243819119,VBD,VB,stole,0,1.315172029168969
stolen,1,6,4.826813916669885e-06,17.660497360248794,VBN,VB,stolen,0,2.584962500721156
stomach,5,7,2.4134069583349424e-05,15.338569265361432,NN,NN,stomach,0,3.169925001442312
stomp,2,5,9.65362783333977e-06,16.660497360248794,NNP,NN,stomp,0,3.169925001442312
stomping,3,8,1.4480441750009651e-05,16.07553485952764,VBG,VB,stomp,0,2.584962500721156
stone,18,5,8.688265050005793e-05,13.490572358806483,NN,NN,stone,0,2.3398500028846247
stoned,10,6,4.826813916669885e-05,14.338569265361432,VBN,VB,stone,0,3.0
stoner,7,6,3.378769741668919e-05,14.85314243819119,NN,NN,stoner,0,2.584962500721156
stones,3,6,1.4480441750009651e-05,16.07553485952764,NNS,NN,stone,0,2.584962500721156
stony,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,stoni,0,2.584962500721156
stood,7,5,3.378769741668919e-05,14.85314243819119,VBD,VB,stood,0,3.0
stoop,3,5,1.4480441750009651e-05,16.07553485952764,VB,VB,stoop,0,3.169925001442312
stop,165,4,0.0007964242962505,10.29417514600298,VB,VB,stop,0,0.0
stopped,7,7,3.378769741668919e-05,14.85314243819119,VBD,VB,stop,0,2.3398500028846247
stoppin,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,stoppin,0,3.169925001442312
stops,11,5,5.309495308336873e-05,14.201065741611496,VBD,VB,stop,0,1.315172029168969
stopwont,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,stopwont,0,2.584962500721156
store,7,5,3.378769741668919e-05,14.85314243819119,NN,NN,store,0,1.315172029168969
stories,2,7,9.65362783333977e-06,16.660497360248794,NNS,NN,stori,0,3.169925001442312
storm,14,5,6.757539483337838e-05,13.85314243819119,NN,NN,storm,0,3.0
stormin,2,7,9.65362783333977e-06,16.660497360248794,NNP,NN,stormin,0,3.169925001442312
stormy,4,6,1.930725566667954e-05,15.660497360248796,NN,NN,stormi,0,3.169925001442312
stormzy,1,7,4.826813916669885e-06,17.660497360248794,NNP,NN,stormzi,0,2.584962500721156
story,26,5,0.0001254971618334,12.960057642107705,NN,NN,stori,0,0.0
storys,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,stori,0,2.584962500721156
stowin,6,6,2.8960883500019303e-05,15.07553485952764,NNP,NN,stowin,0,2.584962500721156
strada,2,6,9.65362783333977e-06,16.660497360248794,FW,FW,strada,0,2.584962500721156
straddle,1,8,4.826813916669885e-06,17.660497360248794,VB,VB,straddl,0,2.584962500721156
straight,26,8,0.0001254971618334,12.960057642107705,JJ,NN,straight,0,1.315172029168969
strange,26,7,0.0001254971618334,12.960057642107705,JJ,JJ,strang,0,0.0
stranger,9,8,4.344132525002896e-05,14.490572358806483,NN,NN,stranger,0,2.3398500028846247
strangers,13,9,6.27485809167085e-05,13.960057642107705,NNS,NN,stranger,0,1.315172029168969
strangest,3,9,1.4480441750009651e-05,16.07553485952764,JJS,JJ,strangest,0,3.169925001442312
strap,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,strap,0,3.169925001442312
strappagli,1,10,4.826813916669885e-06,17.660497360248794,NN,NN,strappagli,0,2.584962500721156
strapped,3,8,1.4480441750009651e-05,16.07553485952764,VBD,VB,strap,0,3.169925001442312
straw,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,straw,0,2.584962500721156
strawberries,1,12,4.826813916669885e-06,17.660497360248794,NNS,NN,strawberri,0,2.584962500721156
strawberry,2,10,9.65362783333977e-06,16.660497360248794,NNP,NN,strawberri,0,2.584962500721156
stream,12,6,5.792176700003861e-05,14.07553485952764,NN,NN,stream,0,3.0
streamin,1,8,4.826813916669885e-06,17.660497360248794,VBP,VB,streamin,0,2.584962500721156
streams,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,stream,0,2.584962500721156
street,51,6,0.0002461675097501,11.9880720182773,NN,NN,street,0,0.0
streetlights,11,12,5.309495308336873e-05,14.201065741611496,NNS,NN,streetlight,0,3.169925001442312
streets,24,7,0.000115843534,13.07553485952764,NNS,NN,street,0,0.0
streichholz,1,11,4.826813916669885e-06,17.660497360248794,NNP,NN,streichholz,0,2.584962500721156
strength,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,strength,0,2.584962500721156
stress,4,6,1.930725566667954e-05,15.660497360248796,NN,NN,stress,0,3.0
stressed,11,8,5.309495308336873e-05,14.201065741611496,VBN,VB,stress,0,2.3398500028846247
stressing,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,stress,0,2.584962500721156
stretch,2,7,9.65362783333977e-06,16.660497360248794,VB,VB,stretch,0,2.584962500721156
stretching,2,10,9.65362783333977e-06,16.660497360248794,NN,NN,stretch,0,3.169925001442312
strictly,2,8,9.65362783333977e-06,16.660497360248794,RB,RB,strictli,0,3.169925001442312
stride,11,6,5.309495308336873e-05,14.201065741611496,NN,NN,stride,0,2.584962500721156
strife,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,strife,0,2.584962500721156
strike,11,6,5.309495308336873e-05,14.201065741611496,VBP,VB,strike,0,3.0
strikes,5,7,2.4134069583349424e-05,15.338569265361432,NN,NN,strike,0,3.169925001442312
string,7,6,3.378769741668919e-05,14.85314243819119,NN,NN,string,0,3.0
strings,4,7,1.930725566667954e-05,15.660497360248796,NNS,NN,string,0,3.169925001442312
strip,9,5,4.344132525002896e-05,14.490572358806483,VB,VB,strip,0,3.0
stroke,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,stroke,0,2.584962500721156
strolling,6,9,2.8960883500019303e-05,15.07553485952764,VBG,VB,stroll,0,3.169925001442312
strong,39,6,0.0001882457427501,12.375095141386549,JJ,JJ,strong,0,0.0
stronger,19,8,9.17094644167278e-05,13.412569846805209,JJR,JJ,stronger,0,1.315172029168969
struck,4,6,1.930725566667954e-05,15.660497360248796,VBN,VB,struck,0,3.169925001442312
struggle,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,struggl,0,3.169925001442312
struggling,2,10,9.65362783333977e-06,16.660497360248794,VBG,VB,struggl,0,3.169925001442312
stub,1,4,4.826813916669885e-06,17.660497360248794,VBP,VB,stub,0,2.584962500721156
stuck,31,5,0.0001496312314167,12.70630104986192,VBD,VB,stuck,0,1.315172029168969
studebaker,1,10,4.826813916669885e-06,17.660497360248794,NNP,NN,studebak,0,2.584962500721156
student,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,student,0,2.584962500721156
students,1,8,4.826813916669885e-06,17.660497360248794,NNS,NN,student,0,2.584962500721156
studied,1,7,4.826813916669885e-06,17.660497360248794,VBD,VB,studi,0,2.584962500721156
studio,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,studio,0,3.0
stuff,5,5,2.4134069583349424e-05,15.338569265361432,NN,NN,stuff,0,3.0
stumble,10,7,4.826813916669885e-05,14.338569265361432,VBP,VB,stumbl,0,2.3398500028846247
stumblin,1,8,4.826813916669885e-06,17.660497360248794,VBN,VB,stumblin,0,2.584962500721156
stumbling,3,9,1.4480441750009651e-05,16.07553485952764,VBG,VB,stumbl,0,2.584962500721156
stunner,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,stunner,0,2.584962500721156
stupid,26,6,0.0001254971618334,12.960057642107705,JJ,JJ,stupid,0,2.3398500028846247
stupidass,2,9,9.65362783333977e-06,16.660497360248794,JJ,JJ,stupidass,0,2.584962500721156
stupidity,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,stupid,0,2.584962500721156
stutter,4,7,1.930725566667954e-05,15.660497360248796,VB,VB,stutter,0,2.584962500721156
style,26,5,0.0001254971618334,12.960057642107705,NN,NN,style,0,2.3398500028846247
stylish,5,7,2.4134069583349424e-05,15.338569265361432,NN,NN,stylish,0,2.584962500721156
su,4,2,1.930725566667954e-05,15.660497360248796,JJ,JJ,su,0,2.584962500721156
suave,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,suav,0,2.584962500721156
sube,1,4,4.826813916669885e-06,17.660497360248794,NNP,NN,sube,0,2.584962500721156
subject,2,7,9.65362783333977e-06,16.660497360248794,JJ,JJ,subject,0,3.169925001442312
subjugation,1,11,4.826813916669885e-06,17.660497360248794,NN,NN,subjug,0,2.584962500721156
subside,1,7,4.826813916669885e-06,17.660497360248794,VBP,VB,subsid,0,2.584962500721156
substitute,1,10,4.826813916669885e-06,17.660497360248794,NN,NN,substitut,0,2.584962500721156
subtle,1,6,4.826813916669885e-06,17.660497360248794,JJ,JJ,subtl,0,2.584962500721156
suburban,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,suburban,0,2.584962500721156
suburbs,3,7,1.4480441750009651e-05,16.07553485952764,NN,NN,suburb,0,3.0
subway,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,subway,0,2.584962500721156
succeed,2,7,9.65362783333977e-06,16.660497360248794,VB,VB,succeed,0,3.169925001442312
succeedin,1,9,4.826813916669885e-06,17.660497360248794,VBP,VB,succeedin,0,2.584962500721156
success,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,success,0,2.584962500721156
successo,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,successo,0,2.584962500721156
succotash,1,9,4.826813916669885e-06,17.660497360248794,JJ,JJ,succotash,0,2.584962500721156
such,76,4,0.0003668378576669,11.412569846805209,JJ,JJ,such,1,0.0
suck,2,4,9.65362783333977e-06,16.660497360248794,NNP,NN,suck,0,2.584962500721156
sucked,4,6,1.930725566667954e-05,15.660497360248796,VBD,VB,suck,0,3.169925001442312
sucker,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,sucker,0,3.169925001442312
suckin,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,suckin,0,3.169925001442312
sucks,2,5,9.65362783333977e-06,16.660497360248794,NN,NN,suck,0,3.169925001442312
suddenly,12,8,5.792176700003861e-05,14.07553485952764,RB,RB,suddenli,0,2.3398500028846247
sue,4,3,1.930725566667954e-05,15.660497360248796,NN,NN,sue,0,3.169925001442312
suelta,3,6,1.4480441750009651e-05,16.07553485952764,NN,NN,suelta,0,2.584962500721156
suez,1,4,4.826813916669885e-06,17.660497360248794,NNP,NN,suez,0,2.584962500721156
suffer,5,6,2.4134069583349424e-05,15.338569265361432,VBP,VB,suffer,0,3.169925001442312
sufferin,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,sufferin,0,2.584962500721156
suffering,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,suffer,0,3.169925001442312
suffice,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,suffic,0,3.169925001442312
sugar,63,5,0.0003040892767502,11.683217436748878,NN,NN,sugar,0,1.315172029168969
suggestions,1,11,4.826813916669885e-06,17.660497360248794,NNS,NN,suggest,0,2.584962500721156
suicide,5,7,2.4134069583349424e-05,15.338569265361432,NN,NN,suicid,0,2.3398500028846247
suit,7,4,3.378769741668919e-05,14.85314243819119,NN,NN,suit,0,2.3398500028846247
suite,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,suit,0,2.584962500721156
suites,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,suit,0,2.584962500721156
sulla,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,sulla,0,2.584962500721156
sultans,6,7,2.8960883500019303e-05,15.07553485952764,NNPS,NN,sultan,0,2.584962500721156
summat,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,summat,0,3.169925001442312
summer,46,6,0.0002220334401668,12.136935404191782,NN,NN,summer,0,0.0
summerhouse,1,11,4.826813916669885e-06,17.660497360248794,NN,NN,summerhous,0,2.584962500721156
summers,2,7,9.65362783333977e-06,16.660497360248794,JJ,JJ,summer,0,3.169925001442312
summertime,3,10,1.4480441750009651e-05,16.07553485952764,NN,NN,summertim,0,2.584962500721156
summit,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,summit,0,2.584962500721156
summon,1,6,4.826813916669885e-06,17.660497360248794,VBP,VB,summon,0,2.584962500721156
sun,124,3,0.000598524925667,10.70630104986192,NN,NN,sun,0,0.0
sunburnt,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,sunburnt,0,2.584962500721156
sunday,13,6,6.27485809167085e-05,13.960057642107705,NNP,NN,sunday,0,2.3398500028846247
sundays,1,7,4.826813916669885e-06,17.660497360248794,NNP,NN,sunday,0,2.584962500721156
sunglasses,1,10,4.826813916669885e-06,17.660497360248794,NNS,NN,sunglass,0,2.584962500721156
sunk,4,4,1.930725566667954e-05,15.660497360248796,VBP,VB,sunk,0,3.169925001442312
sunlight,6,8,2.8960883500019303e-05,15.07553485952764,NN,NN,sunlight,0,2.584962500721156
sunney,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,sunney,0,2.584962500721156
sunny,27,5,0.00013032397575,12.905609858085326,NN,NN,sunni,0,2.3398500028846247
sunrise,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,sunris,0,2.584962500721156
sunroof,4,7,1.930725566667954e-05,15.660497360248796,NN,NN,sunroof,0,2.584962500721156
suns,4,4,1.930725566667954e-05,15.660497360248796,NN,NN,sun,0,3.0
sunscreen,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,sunscreen,0,2.584962500721156
sunset,7,6,3.378769741668919e-05,14.85314243819119,NN,NN,sunset,0,3.0
sunshine,31,8,0.0001496312314167,12.70630104986192,NN,NN,sunshin,0,1.315172029168969
super,4,5,1.930725566667954e-05,15.660497360248796,JJ,JJ,super,0,3.169925001442312
superhero,6,9,2.8960883500019303e-05,15.07553485952764,NN,NN,superhero,0,2.584962500721156
superhuman,8,10,3.861451133335908e-05,14.660497360248796,JJ,JJ,superhuman,0,3.169925001442312
superman,5,8,2.4134069583349424e-05,15.338569265361432,NNP,NN,superman,0,2.584962500721156
supermarket,2,11,9.65362783333977e-06,16.660497360248794,NN,NN,supermarket,0,3.169925001442312
supernatural,5,12,2.4134069583349424e-05,15.338569265361432,JJ,JJ,supernatur,0,3.169925001442312
superstar,1,9,4.826813916669885e-06,17.660497360248794,NN,NN,superstar,0,2.584962500721156
supper,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,supper,0,2.584962500721156
supplies,3,8,1.4480441750009651e-05,16.07553485952764,NNS,NN,suppli,0,2.584962500721156
supply,1,6,4.826813916669885e-06,17.660497360248794,VB,VB,suppli,0,2.584962500721156
support,4,7,1.930725566667954e-05,15.660497360248796,NN,NN,support,0,2.584962500721156
suppose,4,7,1.930725566667954e-05,15.660497360248796,JJ,VB,suppos,0,3.0
supposed,11,8,5.309495308336873e-05,14.201065741611496,VBD,VB,suppos,0,1.315172029168969
sure,80,4,0.0003861451133335,11.338569265361432,JJ,JJ,sure,0,0.0
surely,5,6,2.4134069583349424e-05,15.338569265361432,RB,RB,sure,0,3.169925001442312
surface,2,7,9.65362783333977e-06,16.660497360248794,NN,NN,surfac,0,3.169925001442312
surgeon,3,7,1.4480441750009651e-05,16.07553485952764,NN,NN,surgeon,0,3.169925001442312
surprise,14,8,6.757539483337838e-05,13.85314243819119,NN,NN,surpris,0,1.315172029168969
surprised,2,9,9.65362783333977e-06,16.660497360248794,VBD,VB,surpris,0,3.169925001442312
surprises,1,9,4.826813916669885e-06,17.660497360248794,NNS,NN,surpris,0,2.584962500721156
surrender,37,9,0.0001785921149167,12.451043994619845,NNP,NN,surrend,0,3.0
surround,3,8,1.4480441750009651e-05,16.07553485952764,VB,VB,surround,0,3.169925001442312
surrounded,10,10,4.826813916669885e-05,14.338569265361432,VBN,VB,surround,0,3.169925001442312
surrounding,1,11,4.826813916669885e-06,17.660497360248794,VBG,VB,surround,0,2.584962500721156
surrounds,1,9,4.826813916669885e-06,17.660497360248794,VBZ,VB,surround,0,2.584962500721156
survive,28,7,0.0001351507896667,12.85314243819119,VB,VB,surviv,0,1.315172029168969
survivors,2,9,9.65362783333977e-06,16.660497360248794,NNS,NN,survivor,0,2.584962500721156
surе,1,4,4.826813916669885e-06,17.660497360248794,JJ,JJ,surе,0,2.584962500721156
sushi,7,5,3.378769741668919e-05,14.85314243819119,NN,NN,sushi,0,3.169925001442312
suspense,1,8,4.826813916669885e-06,17.660497360248794,NNP,NN,suspens,0,2.584962500721156
sussed,1,6,4.826813916669885e-06,17.660497360248794,VBD,VB,suss,0,2.584962500721156
suv,3,3,1.4480441750009651e-05,16.07553485952764,NNP,NN,suv,0,2.584962500721156
svidaniya,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,svidaniya,0,2.584962500721156
swag,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,swag,0,2.584962500721156
swallow,3,7,1.4480441750009651e-05,16.07553485952764,VB,VB,swallow,0,3.0
swam,5,4,2.4134069583349424e-05,15.338569265361432,VBP,VB,swam,0,3.0
swan,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,swan,0,2.584962500721156
swanging,3,8,1.4480441750009651e-05,16.07553485952764,VBD,VB,swang,0,2.584962500721156
swap,5,4,2.4134069583349424e-05,15.338569265361432,VB,VB,swap,0,2.584962500721156
swat,3,4,1.4480441750009651e-05,16.07553485952764,NNP,NN,swat,0,2.584962500721156
sway,3,4,1.4480441750009651e-05,16.07553485952764,NN,NN,sway,0,2.584962500721156
swayin,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,swayin,0,2.584962500721156
swear,28,5,0.0001351507896667,12.85314243819119,VBP,VB,swear,0,0.0
swearin,3,7,1.4480441750009651e-05,16.07553485952764,NNP,NN,swearin,0,2.584962500721156
sweat,22,5,0.0001061899061667,13.201065741611496,JJ,JJ,sweat,0,0.0
sweater,4,7,1.930725566667954e-05,15.660497360248796,JJ,JJ,sweater,0,2.584962500721156
sweaty,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,sweati,0,2.584962500721156
sweden,1,6,4.826813916669885e-06,17.660497360248794,NNP,NN,sweden,0,2.584962500721156
sweep,3,5,1.4480441750009651e-05,16.07553485952764,VB,VB,sweep,0,2.584962500721156
sweet,113,5,0.0005454299725836,10.840318397833608,JJ,NN,sweet,0,0.0
sweeter,9,7,4.344132525002896e-05,14.490572358806483,VBD,VB,sweeter,0,3.169925001442312
sweetest,1,8,4.826813916669885e-06,17.660497360248794,JJS,JJ,sweetest,0,2.584962500721156
sweetheart,9,10,4.344132525002896e-05,14.490572358806483,NN,NN,sweetheart,0,3.169925001442312
sweetness,2,9,9.65362783333977e-06,16.660497360248794,NN,NN,sweet,0,3.169925001442312
swelter,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,swelter,0,2.584962500721156
swept,1,5,4.826813916669885e-06,17.660497360248794,JJ,JJ,swept,0,2.584962500721156
swift,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,swift,0,2.584962500721156
swim,9,4,4.344132525002896e-05,14.490572358806483,VB,VB,swim,0,2.3398500028846247
swimmin,13,7,6.27485809167085e-05,13.960057642107705,NN,NN,swimmin,0,3.169925001442312
swimming,11,8,5.309495308336873e-05,14.201065741611496,VBG,VB,swim,0,2.3398500028846247
swing,11,5,5.309495308336873e-05,14.201065741611496,VBG,VB,swing,0,0.0
swingin,8,7,3.861451133335908e-05,14.660497360248796,NNS,NN,swingin,0,2.584962500721156
swinging,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,swing,0,3.169925001442312
swiss,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,swiss,0,2.584962500721156
switch,6,6,2.8960883500019303e-05,15.07553485952764,NN,NN,switch,0,3.0
sword,3,5,1.4480441750009651e-05,16.07553485952764,NN,NN,sword,0,2.584962500721156
swore,2,5,9.65362783333977e-06,16.660497360248794,VBP,VB,swore,0,2.584962500721156
sworn,4,5,1.930725566667954e-05,15.660497360248796,VBN,VB,sworn,0,2.584962500721156
sydney,1,6,4.826813916669885e-06,17.660497360248794,NN,NN,sydney,0,2.584962500721156
symbolic,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,symbol,0,2.584962500721156
symphony,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,symphoni,0,2.584962500721156
symptoms,4,8,1.930725566667954e-05,15.660497360248796,JJ,JJ,symptom,0,2.584962500721156
syngman,1,7,4.826813916669885e-06,17.660497360248794,NNP,NN,syngman,0,2.584962500721156
system,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,system,0,2.584962500721156
sza,1,3,4.826813916669885e-06,17.660497360248794,NNP,NN,sza,0,2.584962500721156
sé,1,2,4.826813916669885e-06,17.660497360248794,NN,NN,sé,0,2.584962500721156
sì,1,2,4.826813916669885e-06,17.660497360248794,NN,NN,sì,0,2.584962500721156
sí,1,2,4.826813916669885e-06,17.660497360248794,NN,NN,sí,0,2.584962500721156
síguelo,5,7,2.4134069583349424e-05,15.338569265361432,VBD,VB,síguelo,0,2.584962500721156
sólo,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,sólo,0,2.584962500721156
t,2,1,9.65362783333977e-06,16.660497360248794,NN,NN,t,1,2.584962500721156
ta,1,2,4.826813916669885e-06,17.660497360248794,JJ,JJ,ta,0,2.584962500721156
table,8,5,3.861451133335908e-05,14.660497360248796,NN,NN,tabl,0,3.0
tables,1,6,4.826813916669885e-06,17.660497360248794,NNS,NN,tabl,0,2.584962500721156
tack,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,tack,0,2.584962500721156
tackled,1,7,4.826813916669885e-06,17.660497360248794,VBD,VB,tackl,0,2.584962500721156
tail,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,tail,0,2.584962500721156
tails,3,5,1.4480441750009651e-05,16.07553485952764,JJ,NN,tail,0,3.169925001442312
tais,1,4,4.826813916669885e-06,17.660497360248794,NNP,NN,tai,0,2.584962500721156
taiwan,1,6,4.826813916669885e-06,17.660497360248794,VB,VB,taiwan,0,2.584962500721156
take,538,4,0.0025968258871683,8.58903499769217,VB,VB,take,0,0.0
takea,2,5,9.65362783333977e-06,16.660497360248794,JJ,JJ,takea,0,2.584962500721156
taken,24,5,0.000115843534,13.07553485952764,VBN,VB,taken,0,0.0
takes,51,5,0.0002461675097501,11.9880720182773,VBZ,VB,take,0,0.0
taketaketaketaketaketake,2,24,9.65362783333977e-06,16.660497360248794,CD,CD,taketaketaketaketaketak,0,2.584962500721156
takin,17,5,8.205583658338804e-05,13.573034518998456,VB,VB,takin,0,2.3398500028846247
taking,27,6,0.00013032397575,12.905609858085326,VBG,VB,take,0,0.0
tal,1,3,4.826813916669885e-06,17.660497360248794,NN,NN,tal,0,2.584962500721156
tale,4,4,1.930725566667954e-05,15.660497360248796,NN,NN,tale,0,3.169925001442312
tales,2,5,9.65362783333977e-06,16.660497360248794,NNS,NN,tale,0,3.169925001442312
talk,93,4,0.0004488936942502,11.121338549140765,NN,NN,talk,0,0.0
talked,4,6,1.930725566667954e-05,15.660497360248796,VBD,VB,talk,0,3.0
talkin,56,6,0.0002703015793335,11.85314243819119,NN,NN,talkin,0,0.0
talking,57,7,0.0002751283932501,11.827607346084053,VBG,VB,talk,0,0.0
talks,9,5,4.344132525002896e-05,14.490572358806483,VBZ,VB,talk,0,2.3398500028846247
tall,7,4,3.378769741668919e-05,14.85314243819119,JJ,JJ,tall,0,2.3398500028846247
tame,6,4,2.8960883500019303e-05,15.07553485952764,JJ,JJ,tame,0,3.169925001442312
tamed,2,5,9.65362783333977e-06,16.660497360248794,JJ,JJ,tame,0,3.169925001442312
tamika,1,6,4.826813916669885e-06,17.660497360248794,FW,FW,tamika,0,2.584962500721156
tan,2,3,9.65362783333977e-06,16.660497360248794,NN,NN,tan,0,3.169925001442312
tangibly,1,8,4.826813916669885e-06,17.660497360248794,RB,RB,tangibl,0,2.584962500721156
tangled,2,7,9.65362783333977e-06,16.660497360248794,VBD,VB,tangl,0,2.584962500721156
tank,1,4,4.826813916669885e-06,17.660497360248794,NN,NN,tank,0,2.584962500721156
tanks,2,5,9.65362783333977e-06,16.660497360248794,NNS,NN,tank,0,2.584962500721156
tans,1,4,4.826813916669885e-06,17.660497360248794,NNS,NN,tan,0,2.584962500721156
tanta,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,tanta,0,2.584962500721156
tantric,1,7,4.826813916669885e-06,17.660497360248794,NN,NN,tantric,0,2.584962500721156
tantrum,7,7,3.378769741668919e-05,14.85314243819119,NN,NN,tantrum,0,2.584962500721156
tap,8,3,3.861451133335908e-05,14.660497360248796,NN,NN,tap,0,3.169925001442312
tape,3,4,1.4480441750009651e-05,16.07553485952764,NN,NN,tape,0,3.169925001442312
taps,1,4,4.826813916669885e-06,17.660497360248794,VBZ,VB,tap,0,2.584962500721156
tar,2,3,9.65362783333977e-06,16.660497360248794,NN,NN,tar,0,2.584962500721156
tarapaparipa,1,12,4.826813916669885e-06,17.660497360248794,NN,NN,tarapaparipa,0,2.584962500721156
tardes,1,6,4.826813916669885e-06,17.660497360248794,VBZ,VB,tard,0,2.584962500721156
taste,35,5,0.0001689384870834,12.531214343303828,NN,NN,tast,0,0.0
tasted,2,6,9.65362783333977e-06,16.660497360248794,VBD,VB,tast,0,3.169925001442312
tastee,1,6,4.826813916669885e-06,17.660497360248794,NNP,NN,taste,0,2.584962500721156
tastes,12,6,5.792176700003861e-05,14.07553485952764,NNS,NN,tast,0,3.0
tasty,1,5,4.826813916669885e-06,17.660497360248794,NNP,NN,tasti,0,2.584962500721156
tata,1,4,4.826813916669885e-06,17.660497360248794,JJ,JJ,tata,0,2.584962500721156
tatari,3,6,1.4480441750009651e-05,16.07553485952764,JJ,JJ,tatari,0,2.584962500721156
tataripa,4,8,1.930725566667954e-05,15.660497360248796,CD,CD,tataripa,0,2.584962500721156
tats,2,4,9.65362783333977e-06,16.660497360248794,NNS,NN,tat,0,2.584962500721156
tattered,1,8,4.826813916669885e-06,17.660497360248794,JJ,JJ,tatter,0,2.584962500721156
tattoo,2,6,9.65362783333977e-06,16.660497360248794,NN,NN,tattoo,0,3.169925001442312
tattoos,1,7,4.826813916669885e-06,17.660497360248794,NNP,NN,tattoo,0,2.584962500721156
tatuaggi,1,8,4.826813916669885e-06,17.660497360248794,NN,NN,tatuaggi,0,2.584962500721156
taught,5,6,2.4134069583349424e-05,15.338569265361432,VBD,VB,taught,0,1.315172029168969
taxi,3,4,1.4480441750009651e-05,16.07553485952764,NN,NN,taxi,0,3.169925001442312
taylor,1,6,4.826813916669885e-06,17.660497360248794,NNP,NN,taylor,0,2.584962500721156
tbone,1,5,4.826813916669885e-06,17.660497360248794,NN,NN,tbone,0,2.584962500721156
te,38,2,0.0001834189288334,12.412569846805209,NN,NN,te,0,3.169925001442312
tea,2,3,9.65362783333977e-06,16.660497360248794,NN,NN,tea,0,3.169925001442312
teach,10,5,4.826813916669885e-05,14.338569265361432,VB,VB,teach,0,2.3398500028846247
teacher,7,7,3.378769741668919e-05,14.85314243819119,NN,NN,teacher,0,3.0
teachers,2,8,9.65362783333977e-06,16.660497360248794,NN,NN,teacher,0,3.169925001442312
team,15,4,7.240220875004827e-05,13.753606764640276,NN,NN,team,0,2.3398500028846247
tear,22,4,0.0001061899061667,13.201065741611496,VB,VB,tear,0,0.0
teardrop,4,8,1.930725566667954e-05,15.660497360248796,NN,NN,teardrop,0,2.584962500721156
teardrops,2,9,9.65362783333977e-06,16.660497360248794,NNS,NN,teardrop,0,3.169925001442312
