decade_id,term_str,n,tfidf
0,dadadadaddaddada,1,0.0010332219691793715
0,dadadadddudndundundudnudndundundunddunfudnundudnudnudndund,1,0.0010332219691793715
0,dadadddaddadaddadadadddadadada,1,0.0010332219691793715
0,daddaddadaddadadadadadadadadadaddadadadadadaddadadaddadadadadadadadadadadadaddadddadaddadadadd,1,0.0010332219691793715
0,daddy,2,0.0
0,dads,1,0.0010332219691793715
0,daily,1,0.0010332219691793715
0,dakota,1,0.0016851124515783284
0,damn,7,0.0
0,dance,80,0.0
0,dancer,9,0.0034319833810237325
0,dancers,1,0.0010332219691793715
0,dancin,36,0.006172906525434535
0,dancing,30,0.0
0,dani,4,0.006740449806313314
0,dare,3,0.0011439944603412442
0,dark,16,0.0
0,darkest,1,0.000651890482398957
0,darkness,10,0.0017146962570651486
0,darling,1,0.0
0,date,1,0.0003813314867804147
0,daughter,11,0.004194646354584562
0,dawn,10,0.0038133148678041475
0,day,80,0.0
0,daybyday,1,0.0016851124515783284
0,daycare,1,0.0016851124515783284
0,daydream,4,0.0015253259471216588
0,daylight,1,0.0
0,days,19,0.0
0,ddadad,1,0.0010332219691793715
0,ddadadadadaddadadadadadaadadadadadad,1,0.0010332219691793715
0,dddddddd,1,0.0010332219691793715
0,dddont,1,0.0016851124515783284
0,ddodododododoododododododododoodododododododo,1,0.0010332219691793715
0,ddudndundun,1,0.0010332219691793715
0,de,5,0.003259452411994785
0,dead,17,0.0029149836370107526
0,deafen,1,0.0016851124515783284
0,dear,13,0.004957309328145391
0,death,4,0.0015253259471216588
0,debts,1,0.0010332219691793715
0,deceive,1,0.0010332219691793715
0,deceiving,1,0.0016851124515783284
0,decide,2,0.00034293925141302967
0,decided,1,0.0010332219691793715
0,decision,1,0.00017146962570651483
0,decisions,2,0.001303780964797914
0,deck,1,0.0010332219691793715
0,decline,1,0.0016851124515783284
0,dedicated,1,0.0016851124515783284
0,deep,21,0.0
0,defend,1,0.0010332219691793715
0,defense,1,0.0016851124515783284
0,definitely,1,0.0016851124515783284
0,definition,1,0.0016851124515783284
0,defunct,1,0.0016851124515783284
0,defunkt,1,0.0016851124515783284
0,degrading,3,0.005055337354734986
0,delicate,1,0.0016851124515783284
0,delight,7,0.002669320407462903
0,delighted,1,0.0016851124515783284
0,delilah,7,0.0117957871610483
0,deliver,1,0.000651890482398957
0,demise,1,0.0016851124515783284
0,demonstrate,1,0.0016851124515783284
0,denial,1,0.000651890482398957
0,deny,4,0.0015253259471216588
0,descend,1,0.0016851124515783284
0,desert,1,0.0003813314867804147
0,deserts,2,0.003370224903156657
0,deserve,1,0.000651890482398957
0,designer,4,0.006740449806313314
0,desperation,1,0.0016851124515783284
0,despite,1,0.0016851124515783284
0,destination,1,0.0010332219691793715
0,destiny,2,0.0007626629735608294
0,destroy,2,0.002066443938358743
0,destruction,3,0.003099665907538115
0,devil,1,0.00017146962570651483
0,devils,1,0.0003813314867804147
0,devotion,1,0.000651890482398957
0,dice,2,0.001303780964797914
0,dick,4,0.004132887876717486
0,dictionary,1,0.0016851124515783284
0,did,11,0.0
0,didnt,20,0.0
0,die,21,0.0
0,died,7,0.0
0,dies,1,0.000651890482398957
0,different,2,0.00034293925141302967
0,dig,1,0.000651890482398957
0,dinners,1,0.0010332219691793715
0,dip,1,0.000651890482398957
0,direction,2,0.002066443938358743
0,dirtbag,9,0.015166012064204957
0,dirty,19,0.003257922888423782
0,disappear,4,0.0015253259471216588
0,disciples,4,0.006740449806313314
0,disco,1,0.000651890482398957
0,disconnect,1,0.0016851124515783284
0,discover,1,0.0010332219691793715
0,discovered,1,0.0016851124515783284
0,discovering,1,0.0010332219691793715
0,discriminate,2,0.003370224903156657
0,disease,1,0.0010332219691793715
0,disguise,3,0.0011439944603412442
0,disposition,1,0.0016851124515783284
0,distance,5,0.0019066574339020737
0,distant,2,0.0007626629735608294
0,distortion,1,0.0016851124515783284
0,ditch,1,0.0016851124515783284
0,divide,4,0.002607561929595828
0,divided,4,0.006740449806313314
0,dividends,1,0.0016851124515783284
0,divine,1,0.0010332219691793715
0,dj,2,0.001303780964797914
0,do,233,0.0
0,doctor,1,0.000651890482398957
0,dododo,1,0.0016851124515783284
0,dodododododododododododododododododododododododododododododododododoo,1,0.0010332219691793715
0,dododododododododododododododododododododododododododododoodo,1,0.0010332219691793715
0,dododododododoodododododododododododododo,1,0.0010332219691793715
0,doe,1,0.0016851124515783284
0,does,14,0.0
0,doesnt,21,0.0
0,dog,12,0.0020576355084781783
0,dogs,1,0.0010332219691793715
0,dogtown,1,0.0016851124515783284
0,doin,3,0.0
0,doing,9,0.0
0,dollar,1,0.0003813314867804147
0,dolls,1,0.0016851124515783284
0,dolo,1,0.0016851124515783284
0,dominicanos,1,0.0016851124515783284
0,donde,1,0.0010332219691793715
0,done,50,0.0
0,dont,346,0.0
0,doo,8,0.0030506518942433176
0,door,28,0.0
0,doors,3,0.0011439944603412442
0,dope,1,0.0016851124515783284
0,doper,1,0.0016851124515783284
0,dose,2,0.003370224903156657
0,doubledutch,1,0.0016851124515783284
0,doubt,2,0.0
0,doubts,2,0.001303780964797914
0,dough,2,0.002066443938358743
0,down,175,0.0
0,downtown,1,0.0003813314867804147
0,drag,2,0.00034293925141302967
0,draining,1,0.0016851124515783284
0,drama,2,0.002066443938358743
0,drank,1,0.00017146962570651483
0,draw,1,0.0003813314867804147
0,dream,34,0.0
0,dreaming,3,0.0005144088771195446
0,dreams,19,0.0
0,drench,5,0.008425562257891643
0,dress,2,0.00034293925141302967
0,dressed,2,0.0007626629735608294
0,drew,2,0.002066443938358743
0,drift,2,0.001303780964797914
0,drink,4,0.0
0,drinkin,2,0.00034293925141302967
0,drip,1,0.000651890482398957
0,dripping,1,0.0016851124515783284
0,drives,1,0.0003813314867804147
0,drivin,6,0.0010288177542390892
0,driving,1,0.0003813314867804147
0,drop,6,0.0
0,droppin,3,0.005055337354734986
0,drops,1,0.0016851124515783284
0,drove,3,0.001955671447196871
0,drowning,7,0.0045632333767926985
0,drug,1,0.0003813314867804147
0,drugs,1,0.000651890482398957
0,drum,3,0.0005144088771195446
0,drums,1,0.0003813314867804147
0,dry,9,0.0
0,dudes,1,0.0010332219691793715
0,due,1,0.000651890482398957
0,dues,1,0.0010332219691793715
0,dumbass,2,0.003370224903156657
0,dumbed,1,0.0016851124515783284
0,dun,39,0.040295656797995495
0,dund,1,0.0010332219691793715
0,dundun,6,0.00619933181507623
0,dundundun,1,0.0010332219691793715
0,dust,2,0.00034293925141302967
0,dutch,2,0.003370224903156657
0,duuuuuuuuuuuuuuuuuuuuuuun,1,0.0010332219691793715
0,dwyane,1,0.0016851124515783284
0,dyin,6,0.003911342894393742
0,dying,2,0.00034293925141302967
0,dyke,1,0.0016851124515783284
0,dímelo,1,0.0010332219691793715
0,each,5,0.0
0,eager,2,0.003370224903156657
0,earlier,7,0.0117957871610483
0,early,2,0.00034293925141302967
0,earth,11,0.0
0,earthquakes,1,0.0016851124515783284
0,east,3,0.003099665907538115
0,eastern,1,0.0016851124515783284
0,easy,17,0.0
0,eat,1,0.0
0,eating,2,0.0007626629735608294
0,echevarría,1,0.0016851124515783284
0,echo,1,0.0016851124515783284
0,ed,1,0.000651890482398957
0,edge,1,0.0003813314867804147
0,eel,4,0.006740449806313314
0,egg,1,0.0016851124515783284
0,eight,1,0.0003813314867804147
0,eighteen,1,0.0010332219691793715
0,either,4,0.0015253259471216588
0,el,4,0.004132887876717486
0,elation,1,0.0016851124515783284
0,electric,14,0.0024005747598912076
