term_str,dfidf
assured,2.584962500721156
aston,2.584962500721156
astronaut,2.584962500721156
astronomical,2.584962500721156
asunder,2.584962500721156
así,2.584962500721156
at,0.0
atb,2.584962500721156
atm,2.584962500721156
atmosphere,2.584962500721156
atone,2.584962500721156
atormente,2.584962500721156
attached,2.584962500721156
attack,3.0
attain,2.584962500721156
attend,2.584962500721156
attendant,2.584962500721156
attention,3.0
attitude,3.0
attract,2.584962500721156
attracted,2.584962500721156
attracting,3.169925001442312
au,2.584962500721156
auburn,2.584962500721156
auch,2.584962500721156
auditorium,2.584962500721156
auf,2.584962500721156
aufluftballons,2.584962500721156
august,2.584962500721156
aunque,2.584962500721156
aus,2.584962500721156
authorities,2.584962500721156
automatic,2.584962500721156
autumns,2.584962500721156
available,2.584962500721156
avanza,2.584962500721156
avendo,2.584962500721156
avenue,2.3398500028846247
average,2.584962500721156
avert,2.584962500721156
avicii,2.584962500721156
avión,2.584962500721156
avoid,2.584962500721156
avoidin,2.584962500721156
avoiding,2.584962500721156
avrà,2.584962500721156
avverti,2.584962500721156
aw,3.0
awa,2.584962500721156
await,2.584962500721156
awaitin,3.169925001442312
awake,1.315172029168969
aware,3.169925001442312
away,0.0
awayay,2.584962500721156
awe,2.584962500721156
awful,2.584962500721156
awhats,2.584962500721156
awhen,2.584962500721156
awkward,2.584962500721156
ay,3.0
ayatollahs,2.584962500721156
aye,2.584962500721156
ayo,2.584962500721156
ayy,1.315172029168969
azaroso,2.584962500721156
b,3.0
baba,2.584962500721156
bababy,2.584962500721156
babe,0.0
babes,2.584962500721156
babies,3.169925001442312
baby,0.0
babys,3.0
babysitter,2.584962500721156
back,0.0
backbackbackback,2.584962500721156
backbeat,2.584962500721156
backed,2.584962500721156
backfields,2.584962500721156
background,3.0
backin,2.584962500721156
backless,2.584962500721156
backpacked,2.584962500721156
backroom,2.584962500721156
backseat,3.169925001442312
backseats,2.584962500721156
backsides,2.584962500721156
backstage,2.584962500721156
backstreet,2.584962500721156
backstreets,2.584962500721156
backswing,2.584962500721156
backward,2.584962500721156
backwards,2.584962500721156
backyard,2.584962500721156
bacteria,2.584962500721156
bad,0.0
badass,2.584962500721156
badder,2.584962500721156
baddest,3.0
badee,2.584962500721156
badeeya,2.584962500721156
badge,3.169925001442312
badlands,2.584962500721156
badly,3.0
badu,2.584962500721156
baduda,2.584962500721156
bae,2.584962500721156
baffled,2.584962500721156
bag,2.3398500028846247
baggies,2.584962500721156
baggy,2.584962500721156
bags,3.169925001442312
bahama,2.584962500721156
bail,3.169925001442312
baila,2.584962500721156
bajé,2.584962500721156
baker,2.584962500721156
balcony,3.169925001442312
baldly,2.584962500721156
balenciussies,2.584962500721156
ball,0.0
baller,3.169925001442312
ballerina,2.584962500721156
ballin,3.169925001442312
balling,2.584962500721156
balloons,2.584962500721156
balls,2.584962500721156
bambaataa,2.584962500721156
bambalaaam,2.584962500721156
bambalam,2.584962500721156
bamenda,2.584962500721156
ban,3.169925001442312
band,3.0
bandana,2.584962500721156
bands,2.584962500721156
bandwagon,2.584962500721156
bang,2.584962500721156
banga,2.584962500721156
bangbang,2.584962500721156
bangbangbang,2.584962500721156
bangin,2.584962500721156
banging,2.584962500721156
bank,3.0
bankers,2.584962500721156
banknotes,2.584962500721156
bap,2.584962500721156
baptisms,2.584962500721156
bar,0.0
barbed,2.584962500721156
barcelona,2.584962500721156
bardot,2.584962500721156
bare,3.169925001442312
barely,3.169925001442312
bargained,2.584962500721156
bark,3.0
barking,2.584962500721156
barrabarracuda,2.584962500721156
barracuda,2.584962500721156
barrel,3.169925001442312
barricade,2.584962500721156
barricades,2.584962500721156
barrio,2.584962500721156
barroom,2.584962500721156
bars,2.584962500721156
bartender,3.169925001442312
base,2.584962500721156
baseball,2.584962500721156
basement,3.0
bash,3.169925001442312
basics,2.584962500721156
basing,2.584962500721156
basketball,2.584962500721156
bass,2.3398500028846247
batfaced,2.584962500721156
bath,3.169925001442312
bathed,2.584962500721156
bathing,3.169925001442312
bathroom,3.169925001442312
bathtub,3.169925001442312
batman,2.584962500721156
batter,2.584962500721156
batteries,2.584962500721156
battery,3.169925001442312
battle,3.169925001442312
battleship,2.584962500721156
baudo,2.584962500721156
bay,2.3398500028846247
bb,2.584962500721156
bbbbbbbaby,2.584962500721156
bbbenee,2.584962500721156
be,0.0
beach,0.0
beaches,2.584962500721156
bear,3.169925001442312
bears,2.584962500721156
beast,3.0
beat,1.315172029168969
beater,2.584962500721156
beatin,3.169925001442312
beating,1.315172029168969
beatlemania,2.584962500721156
beats,2.584962500721156
beatup,2.584962500721156
beautiful,1.315172029168969
beauty,1.315172029168969
beber,2.584962500721156
bebiendo,2.584962500721156
bebop,2.584962500721156
bebopalula,2.584962500721156
bebé,2.584962500721156
became,3.169925001442312
because,0.0
beck,2.584962500721156
beckoning,2.584962500721156
becky,3.169925001442312
become,1.315172029168969
becoming,2.584962500721156
bed,0.0
bedouin,2.584962500721156
bedpost,2.584962500721156
bedroom,2.584962500721156
beds,3.169925001442312
bedsheets,2.584962500721156
bedside,2.584962500721156
bedstuy,2.584962500721156
bee,2.584962500721156
beeep,3.169925001442312
beef,2.584962500721156
beefcake,2.584962500721156
been,0.0
beep,3.169925001442312
beeping,2.584962500721156
beer,3.0
beerbelly,2.584962500721156
before,0.0
beg,1.315172029168969
began,2.3398500028846247
beggin,3.169925001442312
begging,2.3398500028846247
begin,2.3398500028846247
beginning,3.0
beginnings,2.584962500721156
begins,3.169925001442312
begs,2.584962500721156
begun,3.0
behave,3.169925001442312
behavior,3.169925001442312
behaviour,2.584962500721156
behind,0.0
behold,2.584962500721156
bein,3.169925001442312
being,0.0
beings,3.169925001442312
bel,2.584962500721156
belgians,2.584962500721156
believe,0.0
believed,3.169925001442312
believer,3.169925001442312
believes,3.169925001442312
believin,3.0
believing,3.169925001442312
bell,3.0
bello,2.584962500721156
bells,3.0
belly,3.169925001442312
belong,2.3398500028846247
belonged,2.3398500028846247
belongs,2.3398500028846247
below,3.0
belt,3.169925001442312
belts,3.169925001442312
bend,3.0
bendin,2.584962500721156
bending,2.584962500721156
beneath,2.3398500028846247
benhur,2.584962500721156
benny,2.584962500721156
bentley,3.169925001442312
benz,2.584962500721156
benzinkanister,2.584962500721156
berlin,2.584962500721156
bermuda,2.584962500721156
bernie,2.584962500721156
bert,2.584962500721156
bes,2.584962500721156
beside,1.315172029168969
besides,2.584962500721156
bespoke,2.584962500721156
best,0.0
besties,2.584962500721156
bet,0.0
betrayal,2.584962500721156
bette,2.584962500721156
better,0.0
betty,3.169925001442312
between,1.315172029168969
beute,2.584962500721156
beware,3.169925001442312
beyoncés,2.584962500721156
beyond,2.3398500028846247
bible,3.0
bicho,2.584962500721156
bid,2.584962500721156
bididiabididisapidadeeyeah,2.584962500721156
bieber,2.584962500721156
bien,3.169925001442312
bienvenidos,2.584962500721156
big,0.0
bigger,0.0
biggest,3.0
biggie,2.584962500721156
bike,3.169925001442312
bikes,2.584962500721156
bikini,2.584962500721156
biliabidididastopdayeday,2.584962500721156
bill,3.0
billboard,2.584962500721156
billen,2.584962500721156
billie,2.584962500721156
billion,3.0
bills,0.0
billsi,2.584962500721156
billy,2.584962500721156
binge,2.584962500721156
birchmount,2.584962500721156
bird,3.0
birds,2.3398500028846247
birkin,2.584962500721156
birmingham,2.584962500721156
birth,3.0
birthday,3.0
birthed,2.584962500721156
birthmarks,2.584962500721156
biscuits,2.584962500721156
bishopsgate,2.584962500721156
bist,2.584962500721156
bit,0.0
bitch,1.315172029168969
bitches,2.584962500721156
bitching,2.584962500721156
bitchll,2.584962500721156
bitchs,2.584962500721156
bite,1.315172029168969
bites,3.169925001442312
biting,2.584962500721156
bitter,2.584962500721156
biz,2.584962500721156
bizarre,3.0
bizzies,2.584962500721156
bk,2.584962500721156
black,0.0
blackhaired,2.584962500721156
blackstreet,2.584962500721156
blade,3.169925001442312
blah,2.584962500721156
blahblah,2.584962500721156
blame,0.0
blanc,2.584962500721156
blank,2.584962500721156
blanket,2.584962500721156
blankets,2.584962500721156
blaring,2.584962500721156
blasian,2.584962500721156
blastin,2.584962500721156
blaze,2.584962500721156
blazin,2.584962500721156
bled,3.169925001442312
bleed,2.3398500028846247
bleedin,2.3398500028846247
bleeding,3.0
blehblahblee,2.584962500721156
blehblahblehblee,2.584962500721156
blep,2.584962500721156
bless,3.169925001442312
blessed,3.169925001442312
blessing,3.169925001442312
blessings,2.584962500721156
blew,1.315172029168969
blind,0.0
blinded,2.584962500721156
blinders,2.584962500721156
blindfold,2.584962500721156
blindin,2.584962500721156
blinding,3.169925001442312
blindness,2.584962500721156
blinger,2.584962500721156
blinkin,2.584962500721156
bliss,2.584962500721156
blister,2.584962500721156
blisters,2.584962500721156
bloc,2.584962500721156
block,3.0
bloke,2.584962500721156
blonde,2.584962500721156
blood,0.0
bloods,2.584962500721156
bloodshot,2.584962500721156
bloodstains,2.584962500721156
bloodsucker,2.584962500721156
bloody,3.169925001442312
bloom,3.169925001442312
bloomer,2.584962500721156
bloop,2.584962500721156
blossom,2.584962500721156
blow,1.315172029168969
blowin,3.0
blowing,3.0
blown,2.3398500028846247
blows,3.169925001442312
blud,2.584962500721156
blue,0.0
blueberry,2.584962500721156
blues,1.315172029168969
bluest,2.584962500721156
bluffing,2.584962500721156
blulululu,2.584962500721156
blurryface,2.584962500721156
blush,2.584962500721156
bluе,2.584962500721156
boat,3.0
boatin,2.584962500721156
bob,3.0
bobby,3.169925001442312
boda,2.584962500721156
bodies,2.3398500028846247
body,0.0
bodyguard,2.584962500721156
bodys,2.3398500028846247
boeing,2.584962500721156
boiling,2.584962500721156
bold,3.169925001442312
boldness,2.584962500721156
bollocks,2.584962500721156
bomb,2.584962500721156
bombay,2.584962500721156
bombs,3.169925001442312
bombón,2.584962500721156
bonbonbonbonbonbonbonbon,2.584962500721156
bond,3.169925001442312
bonds,2.584962500721156
bone,3.169925001442312
boned,2.584962500721156
bonedigger,2.584962500721156
bones,1.315172029168969
bonfire,2.584962500721156
bongos,2.584962500721156
bonifacio,2.584962500721156
bonkers,2.584962500721156
bonnet,2.584962500721156
boo,2.584962500721156
boobooooh,2.584962500721156
boogie,3.0
book,2.3398500028846247
booked,2.584962500721156
bookmarking,2.584962500721156
books,2.3398500028846247
boom,2.3398500028846247
boomboomboomboom,2.584962500721156
boomers,2.584962500721156
boomin,2.584962500721156
booming,2.584962500721156
booom,3.169925001442312
boot,2.584962500721156
boots,2.584962500721156
booty,3.0
booze,2.584962500721156
bop,2.584962500721156
border,2.3398500028846247
borderline,3.0
bore,3.169925001442312
bored,3.0
born,1.315172029168969
borrow,3.169925001442312
borrowed,3.169925001442312
bosom,2.584962500721156
boss,2.584962500721156
botella,2.584962500721156
both,0.0
bother,3.169925001442312
bottle,1.315172029168969
bottles,2.3398500028846247
bottom,3.0
bottoms,2.584962500721156
bought,1.315172029168969
boulevard,3.0
bounce,2.584962500721156
bouncin,3.169925001442312
bound,2.3398500028846247
boundaries,2.584962500721156
bounds,3.169925001442312
bounty,2.584962500721156
bouquet,2.584962500721156
bouquets,2.584962500721156
bout,0.0
bow,2.3398500028846247
bowery,2.584962500721156
bowies,2.584962500721156
bowl,3.169925001442312
box,2.3398500028846247
boxer,2.584962500721156
boy,0.0
boyfriend,3.169925001442312
boyfriends,2.584962500721156
boys,0.0
bozo,2.584962500721156
bozos,2.584962500721156
bra,3.0
bradley,2.584962500721156
bradleys,2.584962500721156
braggin,2.584962500721156
braided,2.584962500721156
brain,1.315172029168969
brains,2.584962500721156
bran,2.584962500721156
branches,2.584962500721156
brand,1.315172029168969
brandnew,2.584962500721156
brando,2.584962500721156
brandon,2.584962500721156
brandy,2.584962500721156
brat,2.584962500721156
brave,2.3398500028846247
braver,2.584962500721156
brawl,2.584962500721156
brazilian,2.584962500721156
bread,1.315172029168969
break,0.0
breaka,2.584962500721156
breakfast,3.0
breakin,1.315172029168969
breaking,1.315172029168969
breaks,3.0
breakthrough,2.584962500721156
breasts,2.584962500721156
breath,0.0
breathe,0.0
breathes,2.584962500721156
breathin,3.169925001442312
breathing,3.169925001442312
bredrin,2.584962500721156
bredrins,2.584962500721156
bree,2.584962500721156
breed,2.584962500721156
breeds,2.584962500721156
breeze,3.0
bribe,2.584962500721156
brick,3.169925001442312
bride,3.169925001442312
bridesmaid,2.584962500721156
bridge,1.315172029168969
bridges,3.169925001442312
brigate,2.584962500721156
bright,1.315172029168969
brighter,3.0
brightest,2.584962500721156
brightside,2.584962500721156
brilliant,2.584962500721156
bring,0.0
bringin,3.0
bringing,3.169925001442312
brings,1.315172029168969
brink,2.584962500721156
british,3.169925001442312
bro,2.584962500721156
broad,2.584962500721156
broads,2.584962500721156
broadway,2.584962500721156
broccoli,2.584962500721156
broke,0.0
brokeass,2.584962500721156
broken,0.0
brokenhearted,2.584962500721156
broncin,2.584962500721156
broncio,2.584962500721156
brooklyn,2.584962500721156
brooklyns,2.584962500721156
brooks,2.584962500721156
bros,2.584962500721156
brother,0.0
brotherhood,2.584962500721156
brotherman,2.584962500721156
brothers,3.0
brought,1.315172029168969
brow,2.584962500721156
brown,0.0
browneyed,2.584962500721156
browns,2.584962500721156
brr,2.584962500721156
bruddas,2.584962500721156
bruised,2.584962500721156
bruises,2.584962500721156
brushed,2.584962500721156
brussels,2.584962500721156
bts,2.584962500721156
bubble,3.169925001442312
bubblegum,2.584962500721156
bubbles,2.584962500721156
buck,3.169925001442312
bucket,3.169925001442312
bucks,2.584962500721156
buckshot,2.584962500721156
budapest,3.169925001442312
buddha,2.584962500721156
buddy,2.584962500721156
buena,2.584962500721156
buenas,2.584962500721156
bug,2.584962500721156
bugatti,2.584962500721156
buggin,2.584962500721156
bugs,3.0
buh,2.584962500721156
build,3.0
buildin,3.169925001442312
building,3.169925001442312
built,3.0
bulb,2.584962500721156
bulgari,2.584962500721156
bulge,2.584962500721156
bull,2.584962500721156
bullet,2.3398500028846247
bulletproof,3.0
bullets,3.169925001442312
bullshit,3.169925001442312
bum,3.169925001442312
bummed,2.584962500721156
bummer,2.584962500721156
bump,2.584962500721156
bumped,2.584962500721156
bumper,2.584962500721156
bumpin,3.169925001442312
bun,3.169925001442312
bunch,2.584962500721156
bundled,2.584962500721156
bupkis,2.584962500721156
burbs,2.584962500721156
burden,3.169925001442312
buried,3.0
burn,0.0
burned,3.0
burnin,3.0
burning,0.0
burns,3.169925001442312
burnt,2.584962500721156
burstin,2.584962500721156
bursting,3.169925001442312
bus,0.0
bushwhacked,2.584962500721156
business,2.584962500721156
businessman,2.584962500721156
businessmen,2.584962500721156
buss,2.584962500721156
bust,3.0
busta,2.584962500721156
bustin,2.584962500721156
busy,2.3398500028846247
but,0.0
butane,2.584962500721156
butt,2.584962500721156
butter,3.169925001442312
butterflies,3.0
butterfly,3.0
buy,0.0
buyin,3.0
buying,3.169925001442312
buzz,3.169925001442312
buzzes,2.584962500721156
buzón,2.584962500721156
by,0.0
bye,2.584962500721156
byebye,3.169925001442312
bygones,2.584962500721156
byways,2.584962500721156
búscate,2.584962500721156
bе,3.169925001442312
bеcause,2.584962500721156
c,3.169925001442312
caaash,2.584962500721156
cab,3.169925001442312
cable,2.584962500721156
cabrón,2.584962500721156
caddy,2.584962500721156
cadena,2.584962500721156
cadillac,3.169925001442312
cadillacs,2.584962500721156
caesar,2.584962500721156
café,2.584962500721156
cage,3.169925001442312
cages,2.584962500721156
cah,2.584962500721156
caja,2.584962500721156
cake,3.169925001442312
calabasas,2.584962500721156
calci,2.584962500721156
calculator,2.584962500721156
cali,2.584962500721156
california,3.169925001442312
californication,2.584962500721156
call,0.0
calle,2.584962500721156
called,0.0
callin,2.3398500028846247
calling,2.3398500028846247
calls,0.0
calm,2.584962500721156
calvin,2.584962500721156
cam,2.584962500721156
cama,2.584962500721156
came,0.0
camera,2.584962500721156
cameraman,2.584962500721156
cameras,2.584962500721156
camino,2.584962500721156
camp,2.584962500721156
campanella,2.584962500721156
campus,2.584962500721156
camry,2.584962500721156
can,0.0
canal,2.584962500721156
cancel,2.584962500721156
canceled,2.584962500721156
cancelled,2.584962500721156
cancello,2.584962500721156
cancer,3.169925001442312
canción,2.584962500721156
candidate,3.169925001442312
candle,1.315172029168969
candlelight,2.584962500721156
candles,3.0
candlestick,2.584962500721156
candlеlight,2.584962500721156
candy,2.3398500028846247
cane,2.584962500721156
cannonball,2.584962500721156
cannot,1.315172029168969
canny,2.584962500721156
cansó,2.584962500721156
cant,0.0
canyons,2.584962500721156
canzoni,2.584962500721156
cap,3.169925001442312
capacity,2.584962500721156
cape,2.584962500721156
capire,2.584962500721156
capital,3.169925001442312
capitali,2.584962500721156
capsize,2.584962500721156
captain,2.584962500721156
caption,2.584962500721156
capture,2.584962500721156
car,0.0
card,3.169925001442312
cardboard,2.584962500721156
cardi,2.584962500721156
cardinals,2.584962500721156
cards,2.3398500028846247
care,0.0
career,2.584962500721156
carefully,2.584962500721156
careless,2.584962500721156
carelessly,2.584962500721156
cares,3.0
caribbean,2.584962500721156
caring,2.584962500721156
carnation,2.584962500721156
carnival,2.584962500721156
caroline,2.584962500721156
carried,3.169925001442312
carries,2.584962500721156
carry,1.315172029168969
carryin,3.169925001442312
cars,1.315172029168969
cart,2.584962500721156
carter,3.169925001442312
cartier,2.584962500721156
cartoon,3.169925001442312
cartwheels,2.584962500721156
carving,2.584962500721156
case,1.315172029168969
cash,2.3398500028846247
cashed,2.584962500721156
cashing,2.584962500721156
caso,2.584962500721156
cast,3.169925001442312
castaway,2.584962500721156
castaways,2.584962500721156
castillo,2.584962500721156
castle,1.315172029168969
castles,3.169925001442312
castro,2.584962500721156
casual,2.584962500721156
casually,3.169925001442312
casualties,2.584962500721156
casualty,2.584962500721156
cat,2.584962500721156
catacombs,2.584962500721156
catch,0.0
catcher,2.584962500721156
catches,2.584962500721156
catchier,2.584962500721156
catchin,3.169925001442312
catching,3.169925001442312
cathy,2.584962500721156
cats,2.3398500028846247
cattiveria,2.584962500721156
cattle,2.584962500721156
caught,0.0
cause,0.0
caused,3.0
causes,2.584962500721156
causе,2.584962500721156
cavalry,3.169925001442312
cave,2.584962500721156
cavin,3.169925001442312
caving,2.584962500721156
cazzo,2.584962500721156
ccccant,2.584962500721156
cease,2.584962500721156
ceaseless,2.584962500721156
cecilia,2.584962500721156
cee,2.584962500721156
ceelo,2.584962500721156
ceiling,2.584962500721156
ceilings,2.584962500721156
celebrar,2.584962500721156
celebrate,2.584962500721156
celebrity,2.584962500721156
cell,2.584962500721156
cemetery,2.584962500721156
cence,2.584962500721156
cench,2.584962500721156
center,2.584962500721156
central,3.169925001442312
centuries,2.584962500721156
century,2.584962500721156
centurys,2.584962500721156
ceo,2.584962500721156
cept,3.169925001442312
certain,3.0
certificate,2.584962500721156
certified,2.584962500721156
cervantes,2.584962500721156
cervelli,2.584962500721156
chaching,2.584962500721156
chacho,2.584962500721156
chain,2.3398500028846247
chains,2.3398500028846247
chainsmokers,2.584962500721156
chair,3.169925001442312
chalet,2.584962500721156
chamber,3.169925001442312
champagne,3.0
champion,3.0
champions,2.584962500721156
chan,2.584962500721156
chance,0.0
chances,2.3398500028846247
change,0.0
changed,1.315172029168969
changes,1.315172029168969
changin,1.315172029168969
changing,2.3398500028846247
channel,2.584962500721156
channeling,2.584962500721156
channels,2.584962500721156
chanter,2.584962500721156
