term_str,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245
a,-0.0006972795,-0.1471609,0.0010728028,-0.06321364,-0.08733204,-0.078605406,-0.31856525,0.17662302,-0.16290623,-0.09199492,0.34069788,-0.13788056,-0.45684868,0.03043822,-0.21339646,-0.32396662,0.3952705,0.11842828,-0.26356575,0.05199958,0.087811425,-0.377005,-0.002894746,-0.06877233,0.03754127,0.18442732,-0.25721908,0.015535111,0.06472678,0.23935583,0.0698317,-0.06424305,0.059542976,-0.079338185,-0.07793212,-0.17937034,-0.19089854,-0.053682912,-0.19460726,0.0021360575,0.091816954,0.33199102,0.17659914,0.052948337,-0.10594023,-0.07457616,0.1602686,-0.08690419,0.13432994,-0.049420375,-0.17237929,-0.07770681,-0.09969419,0.04505091,-0.25021246,0.003440968,0.32520443,-0.15541583,-0.037059397,0.066382006,0.014522463,-0.044247422,-0.32010648,-0.038551647,0.14875823,0.022076009,-0.09388838,-0.099728025,0.2110761,0.24942714,0.03362738,-0.15024981,-0.18127406,-0.1579978,0.009036199,0.09299304,-0.058595866,-0.31484672,0.029821038,0.028345104,-0.06465315,-0.07796047,0.0046551386,-0.099584505,0.22826783,0.16364501,0.31368968,-0.14436243,-0.10369848,0.06723259,0.014017593,0.15446949,-0.15734768,0.040411323,0.32606852,0.33980185,-0.41903397,0.049635306,-0.19986266,0.3226197,0.06714937,-0.049153917,0.21611953,0.14717868,-0.12169708,-0.10396139,-0.03377209,0.13747957,-0.055264622,-0.28484374,0.12955824,0.1866468,0.103273846,0.19498838,0.02849684,-0.05487876,-0.0016829099,0.3688294,0.14856085,-0.3280127,0.20754683,0.16610122,-0.2416116,0.03250288,-0.32898825,0.0870526,0.27882975,0.15290323,0.012889671,0.24173623,0.053127885,-0.029061852,0.016941495,0.119257934,-0.08817538,-0.021355456,0.098327756,-0.12612991,0.17442618,0.24632418,-0.017385753,-0.063666716,-0.44546637,-0.052155036,0.15011737,-0.060262863,0.066618875,-0.18973498,0.18268754,-0.15261084,0.06410182,0.11830709,0.10629318,0.04563037,-0.27482325,-0.13237141,0.095431976,0.0052715447,-0.24440278,-0.2267521,0.043998275,0.024292652,-0.042813726,-0.19218364,-0.15174104,-0.0008507303,-0.050115075,-0.36710322,-0.14193007,0.22070494,0.04728521,0.21978515,0.09066449,0.2899252,-0.1267773,-0.1887515,-0.029245954,0.09424465,0.11064285,0.016714893,0.30616117,-0.051431715,-0.08323808,0.09981866,0.096464485,0.0353195,0.01609323,-0.199153,0.10070568,0.066359274,0.0738324,0.010877744,0.3270886,-0.07227894,-0.04203748,0.03374551,-0.3257546,-0.05504509,0.1282844,0.14765817,-0.14590558,-0.16919342,0.20970789,0.0031121655,-0.19937724,-0.06907822,0.33634642,-0.043978766,-0.26357538,0.31466404,0.03234083,0.04934524,0.059513472,-0.32768336,0.17186926,-0.13966884,0.13300204,-0.18642019,-0.09291989,0.030549869,0.15382361,0.009218414,0.037938025,-0.24639778,-0.07790339,0.03768155,0.06783845,0.12615508,-0.124993466,0.45086345,-0.0100328745,-0.2978023,-0.023445483,0.35549515,-0.09385183,0.2507161,-0.27135685,0.06479045,0.11579468,0.09699499,-0.21234603,-0.1286735,0.22991285,0.022354143,0.13410245,0.033160526
aah,0.042826068,-0.18883404,0.06252729,-0.04107038,0.028062114,-0.13928647,-0.1736628,0.028933244,-0.047123667,-0.18574019,0.3837353,-0.133632,-0.26023826,-0.015427822,-0.2386473,-0.19274597,0.24083638,0.05266972,-0.19599746,-0.0974364,0.04666179,-0.23212159,0.1009121,0.12524234,-0.0760633,0.20170212,-0.13489376,-0.06835606,-0.0075213797,0.036788143,0.08665956,0.010188656,0.079141825,-0.1583749,-0.01162735,-0.24009804,-0.12117889,-0.025253935,-0.11254052,-0.03377671,0.00645076,0.150635,0.084931396,0.21538897,-0.14362405,-0.042839166,0.22576258,-0.20868666,0.29682887,0.034293514,-0.04149281,-0.251169,-0.021138696,0.11514802,-0.16958494,0.024557885,0.24716242,-0.26200175,0.0097188605,0.07499541,0.0051942016,-0.045856908,-0.35693738,-0.13402769,0.08094342,-0.04942395,0.0050683934,0.028005648,0.15593082,0.23742384,0.05597544,-0.0717213,-0.19766541,-0.18742558,-0.14263618,-0.015241335,0.106224835,-0.26287964,-0.12734972,-0.01484439,-0.002843485,-0.029095734,0.11856454,0.011326143,0.17976403,0.036836144,0.04496571,-0.24953641,-0.08600184,0.2729522,0.06838663,0.1988426,-0.12996991,0.057702236,0.3673277,0.25919268,-0.3462661,0.14282332,-0.30346823,0.23659304,0.03584377,-0.08133617,0.16347636,0.10264041,-0.08769937,-0.19757088,0.05013892,0.013592201,-0.16880232,-0.34203106,0.024892252,0.15026717,0.055385396,0.1512621,-0.108392656,-0.026591063,0.0324034,0.51918197,0.2221608,-0.024717066,0.10471275,0.2707387,-0.20820995,-0.17027833,-0.22789744,-0.059093516,0.28302804,0.15312868,0.2945056,0.18144505,0.016335681,-0.19483495,-0.012163457,0.1547589,0.0658919,-0.01536636,0.02361113,0.04537373,0.09872543,0.11066189,0.065616205,0.056665506,-0.3569248,-0.16922149,0.02591176,0.0878648,-0.19405489,0.0058661583,0.13987474,-0.21220887,0.17686662,0.060956385,0.04223161,0.044935416,-0.3372116,-0.22190055,0.032191094,-0.091367364,-0.24653253,0.0042051836,0.12216152,0.10604043,-0.04816031,-0.21975791,-0.066784665,0.100329764,0.10333734,-0.25096005,-0.07525426,0.19303387,0.041315705,0.10583522,0.00056403293,0.03593894,-0.18040326,-0.18198921,-0.036161542,0.27428722,0.11173573,0.11761484,0.1578424,-0.16829117,-0.12778325,0.16964187,0.23930262,0.01980785,0.1136093,-0.318704,0.12260315,0.12687936,0.027985444,0.01764028,0.20919283,0.058336414,0.003954696,0.041797508,-0.2135535,-0.18277434,0.060476806,0.26382038,0.0566812,-0.18966867,0.2046168,0.05189335,-0.2211741,0.029135574,0.2973163,-0.15094386,-0.32235947,0.1399838,-0.077092305,-0.093129046,0.04986683,-0.30416805,0.16763355,0.008954158,0.18103273,-0.22844595,-0.10177849,-0.07419271,0.11973327,0.10967819,-0.088341564,-0.053397924,-0.06194051,0.0664391,-0.031116301,0.10274538,-0.18901418,0.47371867,0.0261424,-0.20601572,0.09549477,0.11327915,-0.2693867,0.012705154,-0.22773089,0.073975444,0.08397169,0.0669899,-0.22003882,-0.113883965,0.16372746,-0.05214338,0.13790873,0.050333414
about,-0.012489796,-0.0729592,-0.055093892,-0.01015751,-0.02765964,-0.09787328,-0.2463373,0.07619595,-0.06685044,-0.13102855,0.31234804,-0.13260458,-0.27802318,0.025435794,-0.15297478,-0.20732246,0.22891833,0.053451683,-0.16612126,-0.01010477,0.058123607,-0.27486032,0.045815926,0.03905048,-0.022206139,0.13281168,-0.13571392,-0.072522834,0.026510285,0.06456746,0.11085919,-0.025378656,0.04948435,-0.080674745,-0.026214536,-0.050803322,-0.1639644,-0.0245564,-0.077390894,0.011042101,-0.041610137,0.2746436,0.10337245,0.13840066,-0.1514669,-0.04180193,0.31071556,-0.16996759,0.22050825,0.037760284,0.02407993,-0.16582385,-0.12314698,0.093919896,-0.123414226,0.022957895,0.3014086,-0.24946608,-0.02505393,0.12078246,-0.033673055,-0.06858062,-0.2800543,-0.00923431,0.078423426,0.010264359,0.005061854,0.028514316,0.15525952,0.21632089,0.0043110275,-0.093759775,-0.14570187,-0.26570058,-0.11487933,0.12578449,0.03672498,-0.17928864,-0.046265345,-0.035538945,0.101486236,0.012017996,0.06552286,-0.10846998,0.22713584,0.06744298,0.20430979,-0.21100652,-0.079638846,0.16216168,-0.025002865,0.13428366,-0.15089051,0.036570407,0.31650186,0.32673666,-0.35419726,0.14678185,-0.3358774,0.31711397,-0.014915539,0.052279525,0.11760525,0.05948539,-0.01942125,-0.09971138,0.035660423,0.11824799,-0.12065786,-0.2268588,0.15241767,0.17331302,0.0754504,0.10691924,-0.041856654,0.015216943,0.024900233,0.4325084,0.104301564,-0.15398082,0.13733424,0.18430799,-0.30691785,-0.07637331,-0.24639189,0.008273968,0.2281737,0.20656492,0.17474204,0.17196,0.04858631,-0.15392984,-0.13006705,0.07247137,-0.047286365,-0.009264626,0.009686946,-0.051740747,0.07608593,0.2210025,-0.005660713,-0.06553989,-0.33755207,-0.1337488,0.11212609,0.016734103,-0.082469806,-0.039568465,0.20314825,-0.14366297,0.16667958,0.099520616,-0.016435951,0.06689627,-0.37229297,-0.15186787,-0.0025024514,-0.053707935,-0.25802755,-0.03505282,0.047318537,0.020025851,-0.098873086,-0.18681265,-0.115971416,0.0835553,0.06538333,-0.27753285,-0.11928758,0.14672783,-0.036797065,0.089257844,0.07822222,0.08783555,-0.09105667,-0.19094223,-0.020909991,0.1935625,0.015105386,0.07702414,0.16203122,-0.10360836,-0.15864289,0.09857978,0.07703816,-0.049736552,0.030263279,-0.23125508,0.020102909,0.079859,0.034445465,0.035389885,0.21450803,-0.05462607,-0.03383778,0.009880902,-0.29777673,-0.09587836,0.064664036,0.18757893,0.027208997,-0.1853223,0.2215091,-0.015062025,-0.16588418,0.034363598,0.3663537,-0.13165793,-0.2826195,0.15137507,0.008818075,-0.014502797,0.010533954,-0.34950265,0.1958272,0.0038181404,0.07615142,-0.11407005,-0.0878968,-0.059372593,0.10989807,0.087274455,-0.0059020016,-0.099192284,-0.0009101068,0.08631602,-0.024317764,0.13144416,-0.20861122,0.47898415,0.020700434,-0.12125319,0.0019829667,0.14578246,-0.16102177,0.16183777,-0.1917776,0.02256996,0.16739263,0.036211796,-0.20386995,-0.10457709,0.1229893,0.0020170086,0.18526839,0.0668919
above,0.0075412835,-0.0682348,-0.022983165,-0.0032706566,-0.0026053807,-0.059941646,-0.12754804,0.05713079,-0.051147357,-0.088242084,0.20518889,-0.08643074,-0.1703562,-0.0022322838,-0.09668338,-0.09602515,0.15372106,0.02609014,-0.08435659,-0.026808718,0.038338266,-0.1524751,0.03392844,0.023424061,-0.027681615,0.08672375,-0.08882462,-0.03734086,0.008107627,0.051542267,0.06533471,-0.010777071,0.039658405,-0.074561484,-0.012770946,-0.078286424,-0.08593751,-0.007767744,-0.0699555,-0.022220321,-0.0143914055,0.1513775,0.04432868,0.084564604,-0.075003885,-0.03152098,0.15210836,-0.101728305,0.13410859,0.02543875,-0.017405042,-0.09833112,-0.04328557,0.06687436,-0.103228666,0.004633828,0.17676567,-0.1349591,-0.01957092,0.07325531,-0.011676612,-0.046285033,-0.18068638,-0.022098025,0.05630097,-0.0061961613,-0.029407732,0.013488306,0.07846251,0.1699157,0.014014078,-0.063599765,-0.07912233,-0.13602641,-0.04947467,0.05229084,0.025544213,-0.12716313,-0.030342668,-0.0045043533,0.04006788,-0.0029863196,0.05135131,-0.039100207,0.120407745,0.0320255,0.09280325,-0.1440394,-0.058850925,0.08879615,0.0056931186,0.087262765,-0.0958203,0.015227006,0.19230427,0.1875529,-0.20572272,0.074757986,-0.17403173,0.1580619,0.00921194,0.01210959,0.10167719,0.04917328,-0.030721575,-0.07395592,0.054838818,0.053180743,-0.05360748,-0.15032801,0.057651892,0.08679066,0.03849012,0.06727499,-0.022344608,-0.00056799914,0.015920108,0.26164815,0.08131536,-0.06444069,0.08385016,0.12946874,-0.14526919,-0.03687588,-0.15908918,-0.002027679,0.14828114,0.11166599,0.10423119,0.097157694,0.008917835,-0.086781606,-0.03302529,0.049500722,-0.018492611,-0.0056608766,0.008746745,-0.011722493,0.03806574,0.12884092,0.0041554817,-0.0020558543,-0.20742027,-0.07271871,0.07001727,0.020076523,-0.06281822,-0.043293044,0.09841374,-0.09749257,0.09591222,0.06257377,0.016896758,0.03548783,-0.19669642,-0.09533049,0.00028561187,-0.050253514,-0.16543022,-0.037588034,0.048930638,0.023846127,-0.05204283,-0.12927292,-0.07511013,0.030485846,0.031581204,-0.14769022,-0.036526706,0.08754496,-0.019803384,0.06980714,0.035520885,0.08056602,-0.06743546,-0.11004313,0.0013085831,0.11015661,0.035343066,0.037329216,0.0895464,-0.056794845,-0.08334914,0.076155126,0.068478376,-0.016426008,0.048903637,-0.14523001,0.051855367,0.03902059,0.007133123,0.016541237,0.11629184,0.004976286,-0.0146811325,0.0028139963,-0.16511603,-0.08232429,0.034304924,0.10577504,0.014935092,-0.12058186,0.1098541,0.006707927,-0.11681218,-0.0024076249,0.185689,-0.05768326,-0.18574569,0.08815207,-0.0011960128,-0.0025899464,0.0014815527,-0.18283384,0.11303555,-0.025368657,0.055514533,-0.09611267,-0.06870207,-0.008273469,0.058540512,0.0559319,-0.019151324,-0.07421668,-0.0077012265,0.054164246,-0.018082133,0.07518002,-0.1290399,0.25615034,0.032867745,-0.08251775,-0.0009266443,0.09507089,-0.11871364,0.079843745,-0.1260759,0.024104148,0.09559867,0.027658613,-0.12473969,-0.05743193,0.07926894,0.0041551404,0.10682469,0.021700686
across,-0.0010124203,-0.04274408,-0.022338808,0.0012658878,0.0022996224,-0.043447353,-0.0778625,0.044151798,-0.0434262,-0.06054606,0.13447388,-0.05532753,-0.10342512,0.0037468825,-0.05790027,-0.07058491,0.093510695,0.0109503195,-0.0546292,-0.01345971,0.017504847,-0.095712356,0.02583318,0.006200135,-0.02203606,0.058238152,-0.05138377,-0.022834444,0.012397704,0.024362722,0.046795882,-0.0062613697,0.038157698,-0.04592085,-0.0056702057,-0.04031079,-0.06249153,-0.008301787,-0.047751922,-0.008027797,-0.009043802,0.089985795,0.034699813,0.047925957,-0.045308534,-0.024840873,0.09825641,-0.063001625,0.081735246,0.02067544,-0.005657206,-0.061239637,-0.03397503,0.030970555,-0.067536324,0.0039497353,0.10005195,-0.090629704,-0.007890363,0.04166302,-0.011475551,-0.023995051,-0.118719116,-0.022321276,0.041450538,-0.0014270059,-0.014534631,0.010732273,0.05098594,0.0913745,0.008702658,-0.041884545,-0.044144463,-0.081060454,-0.034344885,0.025355408,0.013867984,-0.06663839,-0.016813152,-0.0074779284,0.021862749,0.0017101421,0.03213966,-0.02942521,0.08085147,0.024047708,0.0625155,-0.07848541,-0.041176364,0.05979039,0.0041437433,0.04890647,-0.0535068,0.013399906,0.124094546,0.118090324,-0.1393418,0.051104944,-0.10421991,0.105132446,-0.0071718805,-0.0010842265,0.06298,0.030451158,-0.016136838,-0.041461237,0.022035783,0.045359403,-0.028501019,-0.09357333,0.0401239,0.05698393,0.028583635,0.043742668,-0.010905983,-0.0070480797,0.013612233,0.15635547,0.05090434,-0.047691368,0.057145726,0.072585635,-0.090352535,-0.023227628,-0.10132956,1.6401496e-05,0.086859554,0.06304487,0.061144814,0.06118062,0.0064130137,-0.061557036,-0.026737832,0.032776244,-0.0044919834,0.00089050015,0.005780578,-0.009639814,0.02965913,0.07805583,0.0047619017,-0.012185632,-0.12551096,-0.04618942,0.033171207,0.013965239,-0.036377843,-0.030166509,0.05935904,-0.06594667,0.057964977,0.025101658,0.014980826,0.02464397,-0.12644345,-0.062437207,-0.0035930416,-0.0275777,-0.10814452,-0.019246789,0.017734805,0.012060814,-0.02934142,-0.072349966,-0.04109961,0.022797039,0.019687638,-0.100821726,-0.026181363,0.055552065,-0.014517368,0.043065257,0.024530394,0.046205472,-0.04950688,-0.066644065,-0.0070502306,0.06711994,0.01581971,0.014763704,0.04811961,-0.031292614,-0.051247645,0.047136016,0.04155117,-0.0097250845,0.028288433,-0.08998155,0.03567269,0.022080412,0.011410842,0.010814174,0.07008822,-0.0036573776,-0.008441674,0.0016683976,-0.102388546,-0.049213737,0.02592124,0.066584684,0.009667443,-0.07051788,0.062272985,0.010814527,-0.07224631,0.008741629,0.119214594,-0.035667676,-0.1064288,0.062334128,0.009759924,0.0049956935,0.002705849,-0.117341764,0.07095706,-0.015960474,0.030179292,-0.062185075,-0.045096613,-0.012299396,0.041778315,0.039886605,-0.012200506,-0.042989388,-0.0067581697,0.027389899,-0.013148584,0.048014898,-0.07930833,0.16678672,0.021870177,-0.056398742,0.0067457305,0.061953407,-0.067432664,0.052544806,-0.08889396,0.024965003,0.05476309,0.01662435,-0.08399429,-0.04419229,0.04567946,0.00046143823,0.061344635,0.01797374
act,0.0007062692,-0.024733348,-0.014083569,-0.0014893425,-0.0028156126,-0.030571992,-0.052282922,0.018725503,-0.015378251,-0.04313857,0.08900961,-0.04079603,-0.07084414,0.0032298942,-0.050345663,-0.04486312,0.071479045,0.013521655,-0.034835152,-0.010640306,0.01597882,-0.06588132,0.020767003,0.010594811,-0.01439728,0.03698543,-0.034335405,-0.019383661,0.0076226364,0.019503959,0.034659717,-0.00825344,0.020673977,-0.03169664,-0.00052030553,-0.033617213,-0.03965911,-0.008672266,-0.028709017,-0.007293427,-0.0057060453,0.070089266,0.022747029,0.040301178,-0.030192843,-0.01700394,0.08065993,-0.0457275,0.062299903,0.012165011,-0.004225381,-0.04711804,-0.018186515,0.029270759,-0.03712246,0.0047958205,0.0767789,-0.06512325,-0.006352819,0.03115246,-0.009390072,-0.018387796,-0.079306655,-0.0067844423,0.02298808,0.0012879998,-0.005869413,0.011034767,0.0341181,0.07782755,0.0044076922,-0.022691522,-0.036164496,-0.07093391,-0.026955448,0.022383977,0.017525353,-0.050732233,-0.0081685595,-0.0038949866,0.024564562,0.0011397538,0.02339926,-0.017912257,0.05940131,0.011589595,0.037778977,-0.06003995,-0.032722283,0.046154127,-0.00071119505,0.036964897,-0.042015098,0.002040756,0.09018166,0.083405904,-0.09211712,0.04258004,-0.08754813,0.07237689,0.00043539066,0.0050267433,0.041225918,0.021376856,-0.0051473686,-0.030281013,0.028234616,0.028129635,-0.026227131,-0.06912575,0.033138078,0.040629588,0.01894825,0.026367186,-0.0144790895,-0.0014280486,0.0057761036,0.121014036,0.03425273,-0.027761517,0.04019613,0.05984437,-0.068031095,-0.017205045,-0.06978475,-0.00049080356,0.06147201,0.04794519,0.05863578,0.040676203,0.0054302537,-0.046348035,-0.022611061,0.024342515,-0.0065223984,-0.0016917016,0.0010718151,-0.005171276,0.014358633,0.05807984,0.0014698097,-0.0009866114,-0.08838732,-0.037242908,0.026022095,0.015362149,-0.03198123,-0.013474138,0.04951023,-0.037708085,0.0527959,0.023047503,0.011217906,0.015254099,-0.1008184,-0.041344088,-0.0043436657,-0.026777605,-0.08052837,-0.008195653,0.021272913,0.016403262,-0.026083227,-0.05210797,-0.0288738,0.01717322,0.026838763,-0.06909756,-0.019107284,0.045331035,-0.008747978,0.029605659,0.011142085,0.029204974,-0.02755185,-0.048592456,0.00641425,0.052131575,0.010881446,0.014877143,0.040119007,-0.026862934,-0.044252098,0.030705906,0.027229039,-0.011408681,0.021913206,-0.068835005,0.018281315,0.020268213,0.003846845,0.011136347,0.049740482,-0.0030241662,-0.009593092,0.000748082,-0.0805505,-0.038289387,0.016949179,0.052928545,0.00976628,-0.056882057,0.04698926,0.0022436252,-0.046358924,0.009928265,0.0901314,-0.02927492,-0.08632289,0.03796143,0.0015802003,-0.0046335175,0.0024635203,-0.08459593,0.04822557,-0.007127706,0.022559233,-0.0425599,-0.03196406,-0.012574652,0.026559342,0.030538842,-0.0110790925,-0.027718892,-0.001188831,0.0189264,-0.013957865,0.03371587,-0.064282484,0.12412098,0.0096068885,-0.033222824,-0.00047300424,0.035636805,-0.05892092,0.03553155,-0.052933984,0.010467175,0.03827189,0.011918285,-0.056664243,-0.031098807,0.03663224,0.000108376946,0.0489164,0.0035088747
after,0.00537277,-0.09809747,-0.061256167,-3.1206797e-05,0.008162435,-0.11573153,-0.18881601,0.12136678,-0.088420205,-0.14282592,0.33993146,-0.15468189,-0.27358165,-0.014331775,-0.16674437,-0.18673192,0.2529138,0.04348631,-0.12416066,-0.038876,0.047847435,-0.2551132,0.06455265,0.011260798,-0.061097156,0.14581314,-0.12580678,-0.07252683,0.027252024,0.039109685,0.126449,-0.03114731,0.09282507,-0.11394375,-0.03215367,-0.106332086,-0.15956084,-0.0241445,-0.1035046,-0.017461319,-0.01413128,0.2347878,0.09717063,0.1347291,-0.108545646,-0.06681275,0.2627565,-0.18209933,0.2135279,0.058750134,-0.005531982,-0.14418648,-0.08752704,0.08413371,-0.15948407,0.00843888,0.2597768,-0.24982555,-0.015758218,0.12863128,-0.039137013,-0.05967555,-0.27650926,-0.04908927,0.087316036,-0.010579338,-0.033565685,0.030189877,0.1382022,0.24086715,0.028629245,-0.10792239,-0.11578043,-0.23041753,-0.11487036,0.070677206,0.04323017,-0.15977989,-0.044599995,-0.016008481,0.07662052,0.0061028125,0.07276045,-0.08536136,0.21763463,0.066325545,0.15884684,-0.19777147,-0.107616715,0.16092058,-0.008487592,0.11207999,-0.12326754,0.017408878,0.33542752,0.2905732,-0.35997033,0.12532425,-0.27144313,0.28100723,-0.016715141,-0.0025273173,0.17512968,0.081939824,-0.031647846,-0.10489566,0.06833201,0.12024949,-0.08326557,-0.23009749,0.09238972,0.14859599,0.0598232,0.11045765,-0.03541155,-0.0010468189,0.04334402,0.42124915,0.12627876,-0.11026519,0.1398593,0.1901348,-0.23395461,-0.057740413,-0.25039622,0.014774754,0.23217383,0.16575578,0.1730693,0.16608368,0.030432949,-0.15528175,-0.073558524,0.07682765,-0.018376796,-0.018218985,0.009050454,-0.033968896,0.065850906,0.19972019,0.005158617,-0.023545604,-0.30761337,-0.12918651,0.08579325,0.041350756,-0.08798013,-0.067299604,0.16808939,-0.16178942,0.16607141,0.08336484,0.032379832,0.05465097,-0.3250334,-0.14895399,-0.01726148,-0.06964077,-0.27141342,-0.044687394,0.06296871,0.03373437,-0.083590195,-0.18611163,-0.0955489,0.055995952,0.053556636,-0.25955325,-0.077985965,0.14332195,-0.03799304,0.11303028,0.045393106,0.110434145,-0.11533915,-0.17472076,0.0076665706,0.19354102,0.024115851,0.04070239,0.13884729,-0.079092026,-0.13205767,0.11514021,0.09869626,-0.036342964,0.06585906,-0.25157726,0.08944165,0.04621953,0.020341495,0.034156032,0.18708205,-0.007123022,-0.02077503,-0.00010054465,-0.26985368,-0.12604523,0.07623765,0.15908517,0.030400725,-0.16809942,0.16972075,0.01451428,-0.16229041,0.030978909,0.30818775,-0.07778552,-0.27380836,0.14152826,0.022496896,0.0019408067,0.00223353,-0.3266421,0.17861958,-0.046700004,0.077288285,-0.17701027,-0.11729117,-0.04578785,0.11077998,0.115852654,0.0043636067,-0.11001507,-0.014501974,0.07046989,-0.037547298,0.14782754,-0.20708972,0.4231488,0.06815663,-0.11374263,0.014804394,0.16980436,-0.16194656,0.12325333,-0.21894535,0.055338234,0.13158295,0.056371827,-0.2217861,-0.118245274,0.12744826,0.007827253,0.1600437,0.038573746
again,-0.041613083,-0.08919266,-0.02880269,0.00083752035,-0.039839815,-0.18707821,-0.29877192,0.02116876,0.019551562,-0.22427765,0.35513481,-0.15935276,-0.2978668,-0.015470486,-0.18832959,-0.14837828,0.27296844,0.031058911,-0.11832908,-0.10360566,0.06196964,-0.248989,0.08291698,0.07526514,-0.100829914,0.10515649,-0.071866766,-0.095006414,0.0134148,0.089962915,0.12917277,-0.0165347,0.028170595,-0.16349141,-0.014075942,-0.12347013,-0.11983917,-0.052066375,-0.030632433,-0.0675006,-0.1092104,0.320086,0.06277562,0.19465317,-0.18149635,-0.055299148,0.35713726,-0.19134235,0.26665044,0.0743058,0.08729801,-0.21517442,-0.07383071,0.1622191,-0.114294544,0.058743745,0.30871248,-0.28531572,-0.03395694,0.1139386,-0.08087737,-0.0979298,-0.29006922,0.010405599,0.062906936,-0.006534125,0.034473952,0.103808396,0.12536156,0.29196256,-0.04234558,-0.08277326,-0.09832025,-0.29636902,-0.1798055,0.10164387,0.13750775,-0.16774237,-0.09631821,-0.04402431,0.12917848,0.0708686,0.12279029,-0.10354378,0.21739125,-0.011601909,0.1803337,-0.25466928,-0.065304086,0.23856607,-0.03953635,0.16289356,-0.14528556,0.03921937,0.35516113,0.3589267,-0.33004543,0.20512423,-0.37846744,0.3048674,-0.010144047,0.098472565,0.16965914,0.09244871,0.008052989,-0.09585907,0.15846135,0.08069516,-0.14743367,-0.17718363,0.13405977,0.1464211,0.050707385,0.11982711,-0.12788779,0.043628953,0.05554238,0.511958,0.14900266,-0.08341878,0.07995653,0.2506135,-0.2996141,-0.109694004,-0.2189076,-0.031122081,0.26263344,0.20640601,0.31205696,0.09306194,0.03673479,-0.17303199,-0.16392273,0.08075574,0.028598277,-0.06671186,-0.03366697,-0.016907668,0.014264145,0.21221031,0.058814395,-0.0014476225,-0.32861507,-0.15107502,0.100193605,0.09179476,-0.17050233,0.07170445,0.20676437,-0.13216114,0.2268946,0.14903677,0.017475728,0.07099692,-0.43517008,-0.12453161,-0.004363829,-0.15811568,-0.30881858,0.057465266,0.18534398,0.06492894,-0.1084661,-0.21168348,-0.10398088,0.060860626,0.12138588,-0.21363437,-0.039533596,0.13207841,-0.07881566,0.0062264106,0.06318679,0.02898604,-0.030185582,-0.20407136,-7.929556e-05,0.24623601,0.046717215,0.094905384,0.09104346,-0.17606185,-0.19471261,0.104936704,0.084978,-0.0782034,0.064223535,-0.23540822,0.034549456,0.11308464,0.012316689,0.06020268,0.18217772,0.029999541,-0.077374466,0.048921715,-0.29872137,-0.1842923,0.01272537,0.18193458,0.08507481,-0.2059028,0.2350837,-0.03399644,-0.1481674,0.056186434,0.3762273,-0.11933063,-0.3519207,0.084238715,-0.022668099,-0.0538279,-0.0009612706,-0.33366728,0.22820264,0.018793438,0.068785496,-0.09545634,-0.1440622,-0.06940803,0.043556213,0.14084795,-0.07687585,-0.06527346,0.029106973,0.11141774,-0.0057336963,0.15323126,-0.28369063,0.4613598,0.02113723,-0.014886297,0.020620763,0.06093999,-0.20073786,0.059641086,-0.19509137,0.02050649,0.19612877,-0.0038811185,-0.1994375,-0.05953244,0.116166554,0.042782817,0.28382418,0.060248625
