decade_id,T00,T01,T02,T03,T04,T05,T06,T07,T08,T09,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19
0,0.0004237288225037724,0.051756835513359835,0.0004237288216749071,0.0004237288208514095,0.7551478402858921,0.00042372882846074,0.0004237288210119389,0.00042372881997641896,0.00042372881708442655,0.0004237288223421661,0.00042372882079507,0.00042372881763654154,0.0004237288187432797,0.0004237288233598023,0.000423728820216111,0.00042372882166098074,0.0004237288175086343,0.18589193423951245,0.00042372882466716556,0.00042372882274238296
0,0.00032894737451007395,0.00032894737174369096,0.00032894737127136777,0.000328947372505293,0.0003289473745140892,0.00032894737445518827,0.00032894737129081125,0.00032894737478606645,0.8539085772118058,0.00032894737719427365,0.0003289473731846787,0.0003289473701209325,0.000328947369573557,0.00032894737187760906,0.00032894737049870784,0.00032894737275656423,0.00032894736992658677,0.0003289473701189296,0.0003289473707340773,0.14017037008713162
0,0.0006097561055637121,0.0409414506425722,0.10760847807861987,0.000609756108022241,0.0006097561094785416,0.0006097561049666059,0.24230774711599568,0.0006097561108505971,0.0006097561144794443,0.0006097561166945889,0.2776607874379336,0.0006097561034513711,0.0006097561040473966,0.0006097561098617525,0.000609756109683729,0.3223351950789415,0.0006097561145834267,0.0006097561064462559,0.0006097561137044923,0.0006097561141031058
0,0.00042016807009825013,0.00042016807042837955,0.00042016807279243046,0.0004201680692513733,0.00042016807187974506,0.00042016806904169413,0.0004201680754683472,0.00042016807217356596,0.0004201680686524016,0.0004201680714332208,0.00042016807254268974,0.00042016807044985293,0.00042016807176326667,0.0004201680728654691,0.0004201680744156291,0.9920168066287725,0.0004201680699373374,0.0004201680818757098,0.00042016807493962884,0.0004201680712184201
0,0.00034013605669984295,0.00034013605733479213,0.00034013605804672503,0.0003401360588061512,0.00034013605922667185,0.0003401360595331918,0.9935374148870856,0.0003401360570466287,0.0003401360578409408,0.0003401360603097344,0.00034013606385925127,0.0003401360605273199,0.00034013605615133076,0.00034013605927851054,0.000340136057447255,0.00034013605918617316,0.0003401360562561367,0.00034013605947440207,0.0003401360566121808,0.00034013605927721443
0,0.000308641980761431,0.0003086419806022599,0.0003086419779887699,0.00030864197973762687,0.0003086419799572987,0.00030864197905227845,0.0003086419778772067,0.00030864197819179044,0.0003086419767254771,0.00030864198253257967,0.0003086419789466273,0.00030864197870003466,0.0003086419780138305,0.0003086419812998857,0.0003086419792239157,0.00030864201532877344,0.00030864197778484887,0.00030864197764071146,0.00030864198030681014,0.9941358023593279
0,0.0003030303122654273,0.0003030303080014491,0.00030303030987425264,0.0003030303115823138,0.0003030303176536746,0.00030303030970182926,0.9942424241317971,0.0003030303063903302,0.0003030303074110435,0.0003030303101298864,0.0003030303081427721,0.0003030303050930955,0.0003030303051354894,0.00030303030880603785,0.00030303030851193825,0.00030303030788696324,0.0003030303065315565,0.0003030303058268767,0.000303030308752177,0.00030303031050609683
0,0.00022321428701476076,0.00022321428755932085,0.00735899694371856,0.0002232142883656703,0.00022321428855802232,0.0002232142873604581,0.00022321428917416842,0.00022321428869921884,0.00022321428669090537,0.00022321428845661215,0.00022321429074927197,0.0002232142874669419,0.000223214287599859,0.00022321429032733586,0.00022321428807880266,0.00022321428846029946,0.00022321428678467056,0.00022321428702585288,0.000223214288412174,0.9886231458694971
0,0.0005747126541352734,0.0005747126561129437,0.0005747126531373385,0.0005747126546307833,0.0005747126542194106,0.0005747126585825489,0.0005747126513395732,0.0005747126521418051,0.000574712655266903,0.0005747126521451883,0.0005747126556291267,0.0005747126521640487,0.0005747126535511995,0.0005747126556534998,0.19008104897613215,0.0005747126493955225,0.000574712648555855,0.0005747126568633499,0.09904726630126863,0.7011015696090748
0,0.000403225812660798,0.0004032258133892626,0.0004032258160533402,0.00040322581469136136,0.0004032258160597905,0.00040322581048246456,0.00040322581462626044,0.0004032258136673353,0.0004032258148121883,0.00040322581804580005,0.0004032258152026645,0.0004032258105638358,0.00040322581057038057,0.00040322581639425304,0.00040322581366691716,0.00040322581711755266,0.00040322581392217396,0.00040322581099187766,0.0004032258146202666,0.9923387095324615
