decade_id,term_str,n,tfidf,max_pos,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,sentiment
0,lord,4,0.000685878502826,NNP,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0,lose,11,0.0,VB,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,-1.0
0,lost,14,0.0,VBN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,love,220,0.0,NN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,lovely,2,0.0007626629735608,RB,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0
0,lover,1,0.0,NN,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,loving,5,0.0,NN,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,lower,1,0.0010332219691793,JJR,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,lowest,1,0.0016851124515783,JJS,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,luck,1,0.0,NN,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0
0,lust,1,0.0001714696257065,NN,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,mad,3,0.0005144088771195,NN,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,madness,2,0.0013037809647979,NN,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-1.0
0,magnet,1,0.0010332219691793,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,marriage,2,0.0033702249031566,NN,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,marry,1,0.0001714696257065,NN,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0
0,medical,1,0.0016851124515783,JJ,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0
0,meditate,1,0.0016851124515783,NN,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
0,mentor,1,0.0016851124515783,NN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,merry,1,0.0016851124515783,JJ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,mess,2,0.0007626629735608,NN,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0
0,mighty,3,0.0030996659075381,JJ,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0
0,missing,11,0.0185362369673616,VBG,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,-1.0
0,mistake,1,0.0010332219691793,NN,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0
0,moan,2,0.0020664439383587,NN,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,money,16,0.0,NN,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0
0,morals,1,0.0016851124515783,NN,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
