decade_id,PC1,PC2,PC3,PC4,PC5,PC6,Decade,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,source_file_path,song_regex,document_length
0,0.053320279351667464,-0.610887949494565,-0.3598270209706808,-0.10911178269576423,-0.5131474900784981,-1.73720291082001e-14,2000s,0.5936428571428572,0.7608809523809523,-5.696055555555556,0.0678880952380952,0.0981993809523809,0.0378573807142857,0.1824928571428571,0.5375055555555556,124.99435714285715,data/decades/2000s.txt,\[Trackname:\s[^\]]+\]\s\[Artist:\s[^\]]+\],216931
1,0.4655433262611465,-0.06818770125147852,0.3382306422174417,-0.6068698770086384,0.2969576607228849,2.7403548722750026e-15,2010s,0.6340083333333334,0.6732,-6.217608333333333,0.064475,0.1668054666666666,0.0229720429166666,0.1778358333333333,0.4610775,118.88968333333334,data/decades/2010s.txt,\[Trackname:\s[^\]]+\]\s\[Artist:\s[^\]]+\],195291
2,0.5715539710972898,0.12549055514872606,0.06107895010243803,0.6791159471487676,0.02610877245086238,2.2274499952845694e-14,2020s,0.6755172413793104,0.619594827586207,-6.329922413793103,0.0799965517241379,0.2849095689655172,0.0096796470689655,0.1834181034482758,0.5420362068965517,122.1678103448276,data/decades/2020s.txt,\[Trackname:\s[^\]]+\]\s\[Artist:\s[^\]]+\],212348
3,-0.46004613571652936,0.22748745511267826,0.6140169535244742,0.041414312930325964,-0.39392750707032487,-3.0753038868713486e-15,70s,0.5719662921348315,0.6119775280898877,-10.020067415730336,0.0530685393258426,0.3108640449438202,0.0323630885393258,0.1710337078651685,0.6322696629213483,122.57647191011236,data/decades/70s.txt,\[Trackname:\s[^\]]+\]\s\[Artist:\s[^\]]+\],127933
4,-0.11342702859489107,0.6587609572791849,-0.5663489796335726,-0.20595941290493586,-0.012720457242024006,1.4483738237621238e-15,80s,0.6181612903225807,0.6811505376344086,-9.199698924731182,0.0486516129032258,0.1773200537634408,0.0238708164516129,0.1553419354838709,0.6643870967741935,119.18878494623657,data/decades/80s.txt,\[Trackname:\s[^\]]+\]\s\[Artist:\s[^\]]+\],151152
5,-0.5169444123986828,-0.3326633167945453,-0.08715054524010082,0.2014108125302448,0.5967290212171,-6.084617130888009e-15,90s,0.5726944444444444,0.718212962962963,-7.624592592592593,0.0486546296296296,0.1109410185185185,0.0602857653703703,0.1756453703703703,0.5853435185185185,115.38573148148149,data/decades/90s.txt,\[Trackname:\s[^\]]+\]\s\[Artist:\s[^\]]+\],174393
