,PC1,PC2,PC3,PC4,PC5,PC6
classroom,-0.005787706260399732,0.008113342472762746,0.0020888945314278587,-0.0013762968026113018,-0.005135776225575697,0.0026320626887299495
satisfaction,-0.00155585442257893,-0.0021799166392373853,-0.0004566181619576645,0.00517537641153312,0.005825455688412756,-0.0008986618435633567
insides,-0.0037659402550932306,-0.006756239036978128,-0.0031946185692175283,0.0010276300611124075,0.0018428921197053796,0.00129131809996778
chills,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
proof,0.0010325184367514242,-0.001855849934927112,0.002062343728992041,-0.0036076286661215246,0.005205507135263178,0.0015407698940323226
sue,0.011787138441913531,-0.0008344967395393089,0.007611764263860229,-0.010121608949952367,0.007227295616087197,0.0016107040613373327
suffer,-0.007982658559154684,0.0070289327212559784,-0.011110647528921533,-0.0010508882680560425,0.008281414830221883,-0.005739888178082618
inbetween,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
suffering,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
suffice,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
inch,0.005749110731436757,-0.006811559825263862,-0.004292311480203643,0.005247453964297755,-0.0074067947487481585,-0.0017778773028296274
passenger,-0.03919907487145333,-0.009016171688378078,0.01672419579948827,0.012211969892548902,0.019078997955720607,-0.014085884461376912
consolation,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
ex,0.038674094335227956,0.007720541401730484,0.006581526646866694,0.04289786478924168,0.004316734199973252,-0.0009459063497122263
comecome,-0.017168527442455984,-0.053736450960822614,-0.028183483214492017,0.0013281018848824186,-0.010000441759176922,-0.005351774610036811
summers,-0.003352702136852804,0.006850849872367294,-0.0014510119306901962,-0.0016219853727877868,-0.002629736626949677,-0.0015834444973966443
consciousness,0.011408725777090345,0.003695333295846894,0.004763537514233335,-0.01987746809794711,0.009326586330237049,-0.0008462355535304207
conquer,0.0010325184367514242,-0.001855849934927112,0.002062343728992041,-0.0036076286661215246,0.005205507135263178,0.0015407698940323226
grind,0.00641358026464084,-0.0147936621356366,-0.009176467627565367,0.0037234345960259077,-0.015092755691829678,0.006576323022476087
excess,-0.0010165690740962362,-0.003238443875823024,0.001686073481223693,-0.0027128087934973513,0.008048443430886267,0.0017761387437643897
confusion,-0.0037659402550932306,-0.006756239036978128,-0.0031946185692175283,0.0010276300611124075,0.0018428921197053796,0.00129131809996778
sunk,0.0055778742865014086,0.00037321978676733736,0.0005114967529687256,0.011052029871478538,0.0032616855871229655,-0.004306398602688636
indecision,-0.0015031612600097163,0.007185663388757347,-0.012423914859297346,-0.0044973575700644605,-0.004090374528188043,0.0016945494031631488
sucks,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
suckin,0.004166943184926801,0.006758899757080653,-0.004399073725650209,0.00490379938960532,0.00015546916600963918,-0.0027362533430921867
sucker,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
sucked,0.007959196563951058,-0.0022352374275231204,-0.0015543110729437795,0.00939520031471847,-0.0034242311800407816,0.0017751699353595052
struggle,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
struggling,0.0010325184367514242,-0.001855849934927112,0.002062343728992041,-0.0036076286661215246,0.005205507135263178,0.0015407698940323226
imagination,-0.0021027693569448886,-0.002728558554790884,0.0010978283884372113,-0.0005163211139594335,-0.0063490200701667495,-0.00040632561763909246
scent,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
corners,-0.003433705488491191,-0.010747290192164466,-0.005636696642898372,0.0002656203769764889,-0.002000088351835351,-0.0013375004950471245
evening,-0.009140408397252537,0.01496419234513004,0.0006378826007376618,-0.0029982821753990873,-0.0077655128525253745,-0.0032537754963672494
everlasting,-0.0017884022994948201,0.0020517292067596714,0.009518426900996487,-0.0040110713983927074,-0.0026495083576118803,-0.002004679050583861
path,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
cop,-0.004537773480491816,-0.0014660659543954315,0.004637734850555267,-0.00027063254378294926,-0.008855059668792768,-0.0009188939012146248
subject,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
groovy,0.007195730331949582,-0.002802361922989594,0.006939571682512869,-0.012612525743613013,0.009930648814543567,-0.0024364625725220856
impress,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
conversations,0.010708567744948055,0.001282557733631983,0.003326380977497442,0.00565476146010871,0.0027813201311401056,8.172889243064738e-05
conversation,-0.007982658559154684,0.0070289327212559784,-0.011110647528921533,-0.0010508882680560425,0.008281414830221883,-0.005739888178082618
succeed,-0.0005854632467038396,0.0015973061167855042,-0.007432996466489095,-0.002629683627100188,-0.003966677499864385,0.0015575596365962386
evidence,0.0009864661765374093,-0.0015946453966829799,-0.00016069582837864295,0.008561113077817916,0.005965038785579404,-0.00330161967945476
impression,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
exchange,-0.003352702136852804,0.006850849872367294,-0.0014510119306901962,-0.0016219853727877868,-0.002629736626949677,-0.0015834444973966443
confidence,-0.006972777604038742,-0.0002035733539999796,0.008177641312673319,-2.4943973606464633e-05,-0.01136109926741879,0.00025386135993336634
confession,-0.003433705488491191,-0.010747290192164466,-0.005636696642898372,0.0002656203769764889,-0.002000088351835351,-0.0013375004950471245
influence,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
compares,-0.019494170808670275,-0.02579909287451806,-0.011088936698726003,0.006662169673833878,0.01690042154160835,-0.009175343941840965
compare,-0.0021027693569448886,-0.002728558554790884,0.0010978283884372113,-0.0005163211139594335,-0.0063490200701667495,-0.00040632561763909246
saved,0.013655362856804382,-0.01785722859687036,-1.3856387681825999e-05,-0.021057832891526518,-0.005921638527602267,-0.005689115232334204
parade,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
para,0.14599101715271248,-0.0077848911527772175,0.08979032419029942,-0.1067996488618281,0.08478372584490614,-0.00572992895545833
grew,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
commitment,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
sweeter,0.0017401801195104482,-0.026340051969519038,-0.02452754298225511,-0.007963751416051648,-0.030867540800649667,-0.0001177639182366269
command,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
sweetheart,0.013987597623406428,-0.021848279752056755,-0.0024559344613627088,-0.02181984257566245,-0.009764618999143054,0.0017852240929417686
sweetness,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
expect,-0.00025322848010179944,-0.002393745038400833,-0.009875074540169938,-0.003391693311236106,-0.007809657971405114,0.001045456944501857
swimmin,0.02309551834318599,0.008962968868889391,0.010334958593605352,0.03773448046948586,-0.0034766651284188956,-0.0008606914698523109
satisfy,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
swinging,0.0021639079342931555,0.005115101277940608,-0.002552304416047873,-0.006370122481709947,0.0022388738113165024,-0.00025837896332448694
expected,0.008705532494314452,-0.0003612407455080684,0.005173150287099813,-0.005619160411206623,0.004864724776447003,0.00035668501695345235
insecure,0.004742779780609238,-0.020428511769963045,-0.009771776391643915,-0.008312496959425288,-0.016852331518063604,0.007282344205548926
information,-0.001438299823740805,-0.010710660865163622,-0.0037863277589245134,-0.002040340482231281,-0.014034981013248266,-0.0016233033197356386
sushi,0.016440548174746772,-0.004222129905083308,0.01425541361279408,-0.026119871359850177,0.017018361333464117,0.008295433715061846
excited,0.0030355536873850693,-0.0002120514557870681,0.00021557441938970442,0.007666293205193743,0.0031221024899563163,-0.0014202726262663053
paranoia,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
super,0.007959196563951058,-0.0022352374275231204,-0.0015543110729437795,0.00939520031471847,-0.0034242311800407816,0.0017751699353595052
conditioned,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
conclusion,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
paroled,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
superhuman,0.023574276883827062,-0.0016689934790786178,0.015223528527720458,-0.020243217899904735,0.014454591232174394,0.0032214081226746654
supermarket,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
supernatural,-0.0038733039472877333,-0.00944816826476817,-0.0002464212968064587,-0.0017946519120547965,-0.016541020611874284,-0.0017965009155125765
parking,0.0010325184367514242,-0.001855849934927112,0.002062343728992041,-0.0036076286661215246,0.005205507135263178,0.0015407698940323226
savior,0.004114124384350501,-0.0023291059289583527,0.004500957705752455,-0.00811007720486727,0.007568077974903373,-0.0005226275391784111
surface,-0.0005854632467038396,0.0015973061167855042,-0.007432996466489095,-0.002629683627100188,-0.003966677499864385,0.0015575596365962386
surgeon,-0.00025322848010179944,-0.002393745038400833,-0.009875074540169938,-0.003391693311236106,-0.007809657971405114,0.001045456944501857
surprised,0.0006466018240521063,0.0007892366063642193,0.005978520438878433,-0.004256759968569192,-0.00014346875898586065,-0.0017351445695167388
surround,-0.0017884022994948201,0.0020517292067596714,0.009518426900996487,-0.0040110713983927074,-0.0026495083576118803,-0.002004679050583861
complex,0.0057394840804153606,-0.03240166523552212,-0.01709801061268648,-0.010598526011833054,-0.028381272932685848,5.157000756255447e-05
surrounded,0.002072414886112487,-0.030331103124705376,-0.026969621055935953,-0.008725761100187565,-0.03471052127219039,0.009171419964006567
infidelity,-0.0005854632467038396,0.0015973061167855042,-0.007432996466489095,-0.002629683627100188,-0.003966677499864385,0.0015575596365962386
infinity,-0.0005854632467038396,0.0015973061167855042,-0.007432996466489095,-0.002629683627100188,-0.003966677499864385,0.0015575596365962386
sacred,0.0006466018240521063,0.0007892366063642193,0.005978520438878433,-0.004256759968569192,-0.00014346875898586065,-0.0017351445695167388
terror,0.004166943184926801,0.006758899757080653,-0.004399073725650209,0.00490379938960532,0.00015546916600963918,-0.0027362533430921867
cough,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
byebye,-0.019147798221773423,0.006108889647977307,0.025877173623263652,0.0012034988772759612,-0.023891297260548932,-0.002191097681848616
cage,-0.0011060650571387666,-0.014701712020349957,-0.006228405832605357,-0.0028023501663671986,-0.017877961484788995,0.004157200967462899
cadillac,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
quarter,0.01050151716306745,-0.0016499661849687028,-0.001258388739364752,0.012780936981003332,-0.00328464808287413,0.001646695082376234
knocks,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
cab,-0.0007738302905367224,-0.018692763175536357,-0.008670483906286238,-0.0035643598505031284,-0.021720941956329776,0.0010106245491087744
glows,0.0010325184367514242,-0.001855849934927112,0.002062343728992041,-0.0036076286661215246,0.005205507135263178,0.0015407698940323226
bе,0.005416875964834716,-0.0028205086700775267,-0.0018502334065228013,0.006009463648433673,-0.003563814277207431,-0.0006474564381740699
fed,-0.0011080621222769045,-0.038684648278469,-0.02273124315866439,-0.005068447411974969,-0.028900951652620625,0.009422827508838785
trace,-0.0005854632467038396,0.0015973061167855042,-0.007432996466489095,-0.002629683627100188,-0.003966677499864385,0.0015575596365962386
fashion,-0.005654029444274201,-0.0049451045210291795,-0.0012091586574943481,0.0069650161567814456,0.011511328279658865,0.001871095229560662
buzz,0.006809813719250261,-0.0001572753816982613,0.01085574839239926,-0.013261657046060676,0.004581672920294527,0.0050253520497098685
buying,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
butter,0.01325088834406445,0.0018678289761864012,0.00362230331107647,0.009040498126393579,0.0029209032283067583,0.0040202985300684
offers,-0.014729529188632783,-0.007033071044979955,0.0012822849755079917,0.0056146078059214795,0.014551578175112368,-0.0010711515411693793
offer,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
glove,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
odds,-0.0005854632467038396,0.0015973061167855042,-0.007432996466489095,-0.002629683627100188,-0.003966677499864385,0.0015575596365962386
trail,-0.003352702136852804,0.006850849872367294,-0.0014510119306901962,-0.0016219853727877868,-0.002629736626949677,-0.0015834444973966443
knife,-0.002420859273315606,0.012774020660729253,-0.017414833252105657,-0.006365031513028753,-0.0042140715565117,0.004061596661530376
goddamn,0.02520652875826145,-0.022669916903314814,-0.014431245513554779,0.02513756220761186,-0.025644615426285378,0.01749655846475919
cake,0.016332494291663526,0.001394572982155161,0.006060917287836883,0.004538049587647837,0.005283474067946951,-0.007609966812928372
touches,0.0035390248989224608,-0.011387882223004667,-0.007030311887463547,0.00109970761387703,-0.011389358317455597,0.0028277802305383243
toe,0.030276774127507906,-0.0036740327037267356,0.02224344812442264,-0.037136300182426696,0.02140272065392829,-0.0014976816811982454
puts,-0.0037659402550932306,-0.006756239036978128,-0.0031946185692175283,0.0010276300611124075,0.0018428921197053796,0.00129131809996778
killer,0.01801087714495331,0.007792426383780579,0.00974311392644731,0.030963007136916274,-0.003755831322752196,-0.004257049921886529
toll,0.004867963965330621,-0.027352086843750085,-0.016798624182186958,-0.001948331122666652,-0.026761280203618572,0.003669649328235393
killin,7.900628650024349e-05,-0.006384796193587232,-0.012317152613850819,-0.004153702995372036,-0.011652638442945902,-0.0010312316281225527
ton,-0.00940778172758567,0.0010589192463954726,0.011717547774791375,0.00022074459657001912,-0.01386713886604481,-0.00044275026443897755
candidate,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
roxanne,-0.06784788069271219,0.03135874165588648,0.09667530286562508,0.006117270280805669,-0.07401208923306958,-0.026414147911631183
cancer,-0.0050158730350011475,0.0028231693901800497,-0.005743458888344936,-7.803419771594608e-05,0.00556217556292245,0.0003715825241568896
faults,-0.001052383211041488,-0.013355747406454954,-0.007702504468810906,-0.0013912091797836142,-0.008686005118999227,0.0015271503809604064
ohwoahwoah,0.0246847463061029,-0.01397463557375026,0.027005746234514762,-0.04866046322920365,0.045408467849420577,0.003934673012326474
ohwoah,0.01558615836130013,-0.00047942369985989094,-0.0006665440722067105,0.019552410313572927,-0.003005481888540832,0.0030988442816498834
favor,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
kissin,0.0007069245725045833,0.011761985786498088,-0.00968591445203748,-0.0003496112196437465,-0.00010781095948066403,0.0010691553401621001
toss,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
total,-0.007941192203382214,0.03479263623222663,-0.026405603894731566,-0.010960355087609184,-0.0032482217685679683,-0.006216389983002946
kite,-0.001438299823740805,-0.010710660865163622,-0.0037863277589245134,-0.002040340482231281,-0.014034981013248266,-0.0016233033197356386
que,0.14270218831711792,0.028784138427860564,0.014129572606744438,0.1888392436278137,0.003973672969791646,0.02160491992366953
bursting,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
burns,-0.006851269061612915,0.013999883934123799,-0.015725295673961498,-0.00381338208364451,0.005314781506275135,0.0031100246209077305
bucket,-0.0010165690740962362,-0.003238443875823024,0.001686073481223693,-0.0027128087934973513,0.008048443430886267,0.0017761387437643897
questioning,7.900628650024349e-05,-0.006384796193587232,-0.012317152613850819,-0.004153702995372036,-0.011652638442945902,-0.0010312316281225527
nyu,-0.05322243507161367,-0.16658299797855014,-0.08736879796492526,0.00411711584313556,-0.031001369453448273,-0.008690126838018591
bubble,-0.002420859273315606,0.012774020660729253,-0.017414833252105657,-0.006365031513028753,-0.0042140715565117,0.004061596661530376
