,PC1,PC2,PC3,PC4,PC5,PC6
vices,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
reads,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
mmmmmm,-0.0017705345903428495,-0.006719609709977222,-0.0013442496852436332,-0.0012783307980953511,-0.010192000541707477,-0.0006336886923665225
rhyme,0.0021639079342931555,0.005115101277940608,-0.002552304416047873,-0.006370122481709947,0.0022388738113165024,-0.00025837896332448694
mmh,0.034128738485477955,0.005491471680036011,0.008132373622890038,0.02823820625164147,0.0062605557481134975,-0.011635499288148922
flat,-0.00106262133431025,-0.0029772393375788915,-0.0005369660761469905,0.009455932950442088,0.00880797508120249,0.001236142857977861
vibe,0.01558615836130013,-0.00047942369985989094,-0.0006665440722067105,0.019552410313572927,-0.003005481888540832,0.0030988442816498834
bathtub,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
bathroom,0.004114124384350501,-0.0023291059289583527,0.004500957705752455,-0.00811007720486727,0.007568077974903373,-0.0005226275391784111
bathing,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
generations,-0.0015031612600097163,0.007185663388757347,-0.012423914859297346,-0.0044973575700644605,-0.004090374528188043,0.0016945494031631488
flows,0.007195730331949582,-0.002802361922989594,0.006939571682512869,-0.012612525743613013,0.009930648814543567,-0.0024364625725220856
wheels,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
asian,0.0004932330882687297,-0.0007973226983414735,-8.034791418931669e-05,0.004280556538908947,0.002982519392789668,0.000649079468961229
vodka,0.0009864661765374093,-0.0015946453966829799,-0.00016069582837864295,0.008561113077817916,0.005965038785579404,-0.00330161967945476
mud,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
whine,-0.0013846179776435322,-0.009364696251268553,-0.0052604263951300245,-0.0006291994956476841,-0.004843024647458439,-0.0029072923074346686
generation,-0.0017705345903428495,-0.006719609709977222,-0.0013442496852436332,-0.0012783307980953511,-0.010192000541707477,-0.0006336886923665225
bare,-0.00155585442257893,-0.0021799166392373853,-0.0004566181619576645,0.00517537641153312,0.005825455688412756,-0.0008986618435633567
mold,-0.0078641152767885,-0.00952142691876992,-0.003947159064754214,0.002817269806360733,0.007528764710951487,-0.0001723566327492461
barrel,-0.0037659402550932306,-0.006756239036978128,-0.0031946185692175283,0.0010276300611124075,0.0018428921197053796,0.00129131809996778
flood,0.012658658556998265,-0.005884075131311285,0.007312377833360742,-0.018771803839118754,0.005607302887019977,-0.0008381915956149179
revelations,0.0038712596655245003,-0.015378933378191009,-0.00947238996114439,0.0003376979297411132,-0.015232338788996325,0.004302981170999291
floatin,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
murder,-0.004762691771524444,0.004372749043740764,0.010915641719933186,0.004122802376814248,-0.007378535698711414,0.004648393418776031
whisper,-0.008582266656089858,-0.0028852892222922524,0.002411095718813023,0.0029301481880489827,0.006022769288243176,-0.0015453553024335266
whispers,0.0007069245725045833,0.011761985786498088,-0.00968591445203748,-0.0003496112196437465,-0.00010781095948066403,0.0010691553401621001
bartender,0.0006466018240521063,0.0007892366063642193,0.005978520438878433,-0.004256759968569192,-0.00014346875898586065,-0.0017351445695167388
gang,0.007959196563951058,-0.0022352374275231204,-0.0015543110729437795,0.00939520031471847,-0.0034242311800407816,0.0017751699353595052
rainy,-0.003884483537459366,0.009794120603047803,-0.01035810703338484,-0.00284052801330439,0.002595542238975706,-0.0017931507309088964
forevermore,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
bash,0.00010731647556941241,0.001847763842949858,0.0038358287956970754,0.003631425236461279,-0.0023664565014593713,-4.998865148118953e-05
whoaoh,-0.01069428624329986,0.05155770804814222,-0.04137835907315639,-0.01656337691650202,-0.003619312853538936,-0.005370111989906606
flies,0.013358942227147693,-0.003748873911052065,0.011816799636033664,-0.02161742282110443,0.01465579049382392,0.0018574865956607297
whoaohoh,0.004398058252326774,-0.05826846121100992,-0.044064167571701965,-0.014059828889139024,-0.061611384572975665,0.012396739696342479
raining,-0.002327687647977515,0.00311025644334531,0.007375735257815128,0.003877113806637764,-0.004872496100085391,-7.902508714616794e-05
bath,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
finer,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
vacation,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
wastin,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
figures,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
roadside,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
youth,0.006081345498038802,-0.010802610980450262,-0.006734389553884525,0.004485444280161826,-0.011249775220288949,-0.0033282965587609144
ages,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
laundry,0.011408725777090345,0.003695333295846894,0.004763537514233335,-0.01987746809794711,0.009326586330237049,-0.0008462355535304207
remain,-0.0050158730350011475,0.0028231693901800497,-0.005743458888344936,-7.803419771594608e-05,0.00556217556292245,0.0003715825241568896
mention,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
fries,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
freak,0.0014796992648060928,-0.0023919680950244887,-0.0002410437425679681,0.012841669616726887,0.008947558178369142,0.003733828309255244
freaks,-0.0021027693569448886,-0.002728558554790884,0.0010978283884372113,-0.0005163211139594335,-0.0063490200701667495,-0.00040632561763909246
tv,-0.005654029444274201,-0.0049451045210291795,-0.0012091586574943481,0.0069650161567814456,0.011511328279658865,0.001871095229560662
meaningless,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
religion,-0.008686665088224684,0.025176598478067545,-0.025707132459578057,-0.007548729969573073,0.005067387449627822,0.00918028197035517
learning,-0.04486623375441227,-0.017857758214870244,-0.017883511988751728,0.015055869439178943,0.05945426815143706,0.012382671545695126
learnin,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
funky,-0.007163831606639164,-0.007386225698510727,0.0005572627379186623,-2.8349175624854238e-05,0.01657725231775546,-0.002282214100546627
rises,-0.003352702136852804,0.006850849872367294,-0.0014510119306901962,-0.0016219853727877868,-0.002629736626949677,-0.0015834444973966443
files,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
twenty,0.016871779640146207,0.00033604574556950326,0.008203608931018269,-0.0033501356173827744,0.007506461810420494,0.0043484168963369525
noise,0.004203494432126543,-0.019369984533377405,-0.011914468034825269,-0.0004243117543948165,-0.019075319260537113,-0.0035659057699222304
nothingness,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
accept,0.004410545014007194,-0.016437460614776644,-0.007329698317963034,-0.007550487275289359,-0.01300935104652282,0.0013351457898969849
nnnnnnnn,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
reckon,0.0010325184367514242,-0.001855849934927112,0.002062343728992041,-0.0036076286661215246,0.005205507135263178,0.0015407698940323226
roamin,-0.0013846179776435322,-0.009364696251268553,-0.0052604263951300245,-0.0006291994956476841,-0.004843024647458439,-0.0029072923074346686
yoyo,-0.0005891861056244898,0.021880173093856196,-0.017525059594472685,-0.011973144310602783,0.001867782726345533,0.003579147027113024
undressed,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
nipple,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
undone,-0.0021047664220830258,-0.026711494812909943,-0.015405008937621823,-0.002782418359567206,-0.017372010237998385,0.014974043109236359
bold,0.01605463156204745,-0.001577043363791975,0.018171590322680464,-0.026769002662297835,0.011669385439215071,-0.007215890344419444
nn,-0.013734821953964799,-0.04298916076865808,-0.02254678657159361,0.0010624815079059416,-0.008000353407341516,-0.00433624121950558
bombs,-0.0078641152767885,-0.00952142691876992,-0.003947159064754214,0.002817269806360733,0.007528764710951487,-0.0001723566327492461
nnn,-0.006867410976982378,-0.021494580384328995,-0.011273393285796782,0.0005312407539529667,-0.00400017670367076,-0.0006044046642514624
mental,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
understood,-0.004537773480491816,-0.0014660659543954315,0.004637734850555267,-0.00027063254378294926,-0.008855059668792768,-0.0009188939012146248
bond,-0.007768967074918794,0.019588241206095636,-0.020716214066769746,-0.005681056026608779,0.005191084477951479,0.008745907274111661
agreed,0.0006466018240521063,0.0007892366063642193,0.005978520438878433,-0.004256759968569192,-0.00014346875898586065,-0.0017351445695167388
understands,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
bone,-0.008968183268789124,-0.00024020268100088683,0.006327272428699423,0.0022810168856012935,0.0006737933939940673,-0.004835581378784628
abyss,0.0021639079342931555,0.005115101277940608,-0.002552304416047873,-0.006370122481709947,0.0022388738113165024,-0.00025837896332448694
laughed,-0.013066358290484394,-0.003005390562792678,0.005574731933162739,0.004070656630849616,0.006359665985240174,0.0009021464193844669
understanding,0.009577052609399232,-0.005410819137280052,0.004873763856600364,-0.01426935530037308,0.003244732047379819,0.0012439419157836845
una,0.04138405415836624,0.021126325667368627,-0.004951157114773117,0.053822175440913264,0.0021255185951857304,0.0020571391811246304
twentyfirst,-0.003352702136852804,0.006850849872367294,-0.0014510119306901962,-0.0016219853727877868,-0.002629736626949677,-0.0015834444973966443
quitter,0.010876206968969996,0.01410307075671572,-0.008502225117721389,0.013193335445495506,0.0004505214291859325,-0.004677330879156069
affection,-0.00106262133431025,-0.0029772393375788915,-0.0005369660761469905,0.009455932950442088,0.00880797508120249,0.001236142857977861
borrow,0.00010731647556941241,0.001847763842949858,0.0038358287956970754,0.003631425236461279,-0.0023664565014593713,-4.998865148118953e-05
messed,0.007824385728208316,-0.020901767763994283,-0.0073331624148835015,-0.012814945498171032,-0.014489760678423407,0.009803224789307986
borrowed,0.00010731647556941241,0.001847763842949858,0.0038358287956970754,0.003631425236461279,-0.0023664565014593713,-4.998865148118953e-05
freight,-0.010657714507493588,0.01063832767355365,0.009168707455663968,-0.000884919662258334,-0.010147855422827739,0.004160799329831131
acting,0.001075710586306365,-0.018357949659146302,-0.019643386834893386,-0.006439732047779799,-0.023181579857568142,-0.008066432591042652
matters,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
address,0.008166247145831713,0.0006972864910775776,0.00303045864391842,0.002269024793823914,0.0026417370339734576,-0.001377721551418713
u,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
leads,-0.0007758273556748607,-0.04267569943365541,-0.02517332123234527,-0.0058304570961108994,-0.032743932124161414,0.0011455536273198685
mattered,-0.0010165690740962362,-0.003238443875823024,0.001686073481223693,-0.0027128087934973513,0.008048443430886267,0.0017761387437643897
function,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
leading,-0.0021027693569448886,-0.002728558554790884,0.0010978283884372113,-0.0005163211139594335,-0.0063490200701667495,-0.00040632561763909246
relax,-0.004205538713889777,-0.005457117109581768,0.0021956567768744227,-0.001032642227918867,-0.012698040140333499,-0.0008126512352781849
girlfriends,0.005749110731436757,-0.006811559825263862,-0.004292311480203643,0.005247453964297755,-0.0074067947487481585,-0.0017778773028296274
bowl,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
metal,-0.00025322848010179944,-0.002393745038400833,-0.009875074540169938,-0.003391693311236106,-0.007809657971405114,0.001045456944501857
twostep,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
leader,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
bounds,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
master,0.002649637074685752,0.002433035085504263,0.004131751129276097,0.007017161902746075,-0.002226873404292723,-0.002049953990162881
uhha,-0.003433705488491191,-0.010747290192164466,-0.005636696642898372,0.0002656203769764889,-0.002000088351835351,-0.0013375004950471245
adrenaline,0.0021639079342931555,0.005115101277940608,-0.002552304416047873,-0.006370122481709947,0.0022388738113165024,-0.00025837896332448694
regrets,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
um,0.0006466018240521063,0.0007892366063642193,0.005978520438878433,-0.004256759968569192,-0.00014346875898586065,-0.0017351445695167388
booom,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
twentyfive,-0.006919095757941463,0.0011423912598950263,0.0067035426764677705,0.0013861970129771196,-0.002169142901629022,0.00034734214011277175
relief,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
ache,0.008166247145831713,0.0006972864910775776,0.00303045864391842,0.002269024793823914,0.0026417370339734576,-0.001377721551418713
rivers,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
meal,-0.005787706260399732,0.008113342472762746,0.0020888945314278587,-0.0013762968026113018,-0.005135776225575697,0.0026320626887299495
qué,0.04100936435246369,0.0053732887256842015,0.0022926792635835215,0.0534097769764211,-0.0016096509168743338,0.015045489080972333
acknowledge,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
twilight,0.007492150961606272,-0.016910716608807882,-0.00489108434120262,-0.012052935814035102,-0.01064678020688262,0.00042212797854492294
mhm,0.04884337673169337,0.010061626371948119,0.007765215981182784,0.056440811454380936,0.004875066588639849,0.002176929923296489
uhuhuh,0.004166943184926801,0.006758899757080653,-0.004399073725650209,0.00490379938960532,0.00015546916600963918,-0.0027362533430921867
uhuh,0.011498221462873572,-0.013623119650527774,-0.008584622960407321,0.010494907928595573,-0.014813589497496376,0.008316128294521136
funk,0.008613427973886485,0.00016116833098025004,0.0007270711723584276,0.018718323076672375,0.006383788077079354,0.00552585963703289
funeral,-0.003489384399726602,-0.036076191064178594,-0.02066543533275189,-0.00341161785521488,-0.022215034885456814,-0.004681193210708178
boyfriend,0.037217110973439375,0.014367425910287957,-0.0005520833891229162,0.04891837605130788,0.001970049429176083,0.004379186265545377
bore,0.0010325184367514242,-0.001855849934927112,0.002062343728992041,-0.0036076286661215246,0.005205507135263178,0.0015407698940323226
recognize,-0.0005854632467038396,0.0015973061167855042,-0.007432996466489095,-0.002629683627100188,-0.003966677499864385,0.0015575596365962386
rips,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
noose,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
millionaire,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
brick,-0.00940778172758567,0.0010589192463954726,0.011717547774791375,0.00022074459657001912,-0.01386713886604481,-0.00044275026443897755
foxtrot,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
unknown,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
ablaze,0.006827681428402188,-0.008928614298435146,-6.928193840893856e-06,-0.010528916445763254,-0.002960819263801103,-0.0006616535630758727
nikes,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
bride,-0.0017705345903428495,-0.006719609709977222,-0.0013442496852436332,-0.0012783307980953511,-0.010192000541707477,-0.0006336886923665225
nighttime,-0.00021077344080130706,0.01735034305846999,-0.014676832844845788,-0.002217285162608037,-0.00023150798780432298,-0.0005670662894371128
nightmare,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
bloom,-0.0017705345903428495,-0.006719609709977222,-0.0013442496852436332,-0.0012783307980953511,-0.010192000541707477,-0.0006336886923665225
zombie,-0.017310398100087006,-0.00547239425519536,-0.008001080374954998,0.005290885038029049,0.02261979333666084,-7.915264388771282e-05
worked,0.010277336279548611,-0.003275617917020826,0.009378185659273246,-0.01711497428235868,0.012293219654183724,-0.005765321086528804
fucked,0.04233830341887185,-0.010590915895061273,-0.00747563303113993,0.05036173823987739,-0.016981572803037373,-0.015552863554465255
manners,0.0007069245725045833,0.011761985786498088,-0.00968591445203748,-0.0003496112196437465,-0.00010781095948066403,0.0010691553401621001
wound,-0.0021027693569448886,-0.002728558554790884,0.0010978283884372113,-0.0005163211139594335,-0.0063490200701667495,-0.00040632561763909246
wooooh,-0.009075546960983632,-0.002932131908790863,0.009275469701110534,-0.0005412650875658985,-0.017710119337585536,-0.0018377878024292496
legitimate,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
lap,0.011793904982275873,0.008514713484743882,-0.00351130672491314,0.015061009388459775,0.0005742184575095899,-0.0006270084169597291
ahahahahah,0.01624038977123556,0.0019169820586434796,0.001614838173095496,0.028875533075526837,0.006802537368579303,-0.00405273499621814
abc,0.01706920357100551,-0.022321535746087997,-1.732048460229418e-05,-0.026322291114408192,-0.007402048159502862,-0.0065046193548607915
gifts,0.02221784345724557,-0.0025235553518544477,0.023048818276201262,-0.035773899739789256,0.016394527118495428,0.01224009703726176
worn,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
blows,-0.0010006197114410056,-0.008332737686573208,0.005434490691439489,-0.009033246253116342,0.021302393997035853,0.004059489088697219
fetch,0.0006466018240521063,0.0007892366063642193,0.005978520438878433,-0.004256759968569192,-0.00014346875898586065,-0.0017351445695167388
unintelligible,-0.0017168527442455713,-0.005373645096082217,-0.002818348321449181,0.00013281018848823392,-0.0010000441759177088,0.001872723131430511
mansions,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
milky,0.0010325184367514242,-0.001855849934927112,0.002062343728992041,-0.0036076286661215246,0.005205507135263178,0.0015407698940323226
lemme,0.001624622585810462,0.006173628514526247,-0.004694996059229231,0.0015180627233205236,1.5886068842991824e-05,-0.002933179550652233
wore,-0.006919095757941463,0.0011423912598950263,0.0067035426764677705,0.0013861970129771196,-0.002169142901629022,0.00034734214011277175
able,-0.009093414670135648,0.005839207007946054,0.02013814628735072,-0.0032740056878632524,-0.010167627153489992,-0.0018769011496485336
united,0.006071718847017398,-0.03639271639070845,-0.01954008868636732,-0.011360535695968973,-0.03222425340422658,-0.0004029919550631628
ahooh,0.006495446661800151,-0.004937563143248811,0.0024351498798399493,-0.009766906761627336,0.0008821612077396249,0.0009463557468494095
reckless,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
breathing,0.009577052609399232,-0.005410819137280052,0.004873763856600364,-0.01426935530037308,0.003244732047379819,0.0012439419157836845
reminders,0.00010731647556941241,0.001847763842949858,0.0038358287956970754,0.003631425236461279,-0.0023664565014593713,-4.998865148118953e-05
recipe,-0.0010165690740962362,-0.003238443875823024,0.001686073481223693,-0.0027128087934973513,0.008048443430886267,0.0017761387437643897
gin,-0.004484091634394538,-0.0001201013405004269,0.003163636214349717,0.001140508442800636,0.00033689669699699885,-0.0009346752618985022
mighty,-0.0031014707218891477,-0.014738341347350864,-0.008078774716579253,-0.0004963893071594397,-0.005843068823376138,0.0023377090416218066
rob,0.005749110731436757,-0.006811559825263862,-0.004292311480203643,0.005247453964297755,-0.0074067947487481585,-0.0017778773028296274
melt,-0.0037659402550932306,-0.006756239036978128,-0.0031946185692175283,0.0010276300611124075,0.0018428921197053796,0.00129131809996778
refrain,-0.0029667855241534875,0.004205763331075962,-0.0053671886405765885,-0.0009728540703401191,0.002719239267299361,-0.00044615513495327
fuse,-0.00940778172758567,0.0010589192463954726,0.011717547774791375,0.00022074459657001912,-0.01386713886604481,-0.00044275026443897755
tuna,0.0028745553657183783,-0.003405779912631931,-0.0021461557401018217,0.0026237269821488777,-0.0037033973743740792,-0.0008889386514148137
bloody,0.0021639079342931555,0.005115101277940608,-0.002552304416047873,-0.006370122481709947,0.0022388738113165024,-0.00025837896332448694
tumbling,0.008327119829491312,0.004168589289878127,0.002324923537472954,-0.015375019559201432,0.006964015490596888,-0.0011180783049667626
redemption,0.02959014917609036,0.012611612182624746,-0.0014398503898599777,0.03876116605245349,0.0015513001376761383,-0.005598672672800921
member,0.003249245171620924,0.012347257029052493,-0.009389992118458462,0.0030361254466410473,3.177213768598365e-05,-0.005866359101304466
ahah,0.12133816957191997,-0.003998843200527305,0.0702814123762162,-0.07078006055186231,0.06588315912778468,0.016345105278724088
bridges,0.0034138407142010724,-0.004464307149217571,-3.464096920464992e-06,-0.005264458222881595,-0.0014804096319005694,0.0007713597608437648
ahahah,0.05554587397537423,0.008056587147299997,0.01478513557788497,0.03954772917185899,0.011823196010393746,0.0007882956917454467
absence,0.005623926546715374,0.0001120152485231719,0.0027345363103393992,-0.0011167118724608818,0.002502153936806808,-0.0013524592179862812
unnecessary,-0.011867142096614061,0.016823053324303845,-0.02146875456230643,-0.0038914162813604544,0.010876957069197583,-0.005187899958253899
leg,0.01325088834406445,0.0018678289761864012,0.00362230331107647,0.009040498126393579,0.0029209032283067583,0.0040202985300684
aim,0.010905991675807393,-0.021375023758025528,-0.004894548438123084,-0.017317394036916775,-0.012127189838783213,0.0062558419935747085
maze,-0.002064848326276153,-0.0047657668442519984,-0.0020662737963306646,0.00334909286346279,0.0030444956964594083,-0.0011059024050109325
hype,0.006965970807843424,-0.001708869087011203,0.0005579330131875418,0.003086982672300786,-0.0006698330969455405,-0.004068245856504627
messages,0.0014442563265522005,-0.0011410199263538002,-0.006043772141127897,-3.7582245312525776e-06,-0.004839278450277894,-0.000760972201332496
records,0.004029171605991864,-0.01994522180478986,-0.007015617195200949,-0.009372641922848748,-0.017997108246215834,0.0023167815970659097
enjoy,-0.00026780755055344,0.003022806262892942,-0.0031996128013692267,0.0015223594216562295,0.0018037160899171355,-9.835756116914461e-05
whiskey,-0.014468232639942449,0.005125666710751623,0.021164684732303294,-0.00031648172223682224,-0.009152212087130004,-0.0008499818749626523
gangster,0.003485377375105496,-0.0006137336540675807,0.0012527712095843123,0.006082723648356554,-0.0037415842809962307,0.00332488809803701
spoke,-0.0012494423979842347,0.0016474319948925746,-0.0034877067857694293,0.0047876583856243495,0.005479169411848846,-0.0017744868963075974
crossed,0.0005208122302547504,-0.00302112753541432,-0.0015914736069291612,0.0022199559000115757,-0.000542890496374208,-0.00019891876521563713
spoken,-0.004700980089533918,0.002577765712890071,-0.001390286789261163,0.00010577813190169896,0.0019282071108344455,0.000691114156611394
aw,-0.0041558465820752425,-0.00179730428574505,0.002688684811689836,0.0003938183575682142,-0.0037932275182751543,-0.00018508209868902374
drugs,0.013382073644243908,-0.0002318089236619471,0.0013047578331927556,0.011631630674368487,-0.00031756458055316077,-0.006079553449836664
steel,-0.004363622301070262,0.01959165771371624,-0.011091023729727284,-0.0034456688443409694,-0.0034644234416935905,-0.00881034475878165
pot,-0.0004317668759877992,-0.004561303518360812,-0.000476985791217867,-0.0021923663657987215,0.0026533517085937926,-0.0002064065253074097
wasting,0.0091786067093057,0.01633570951379322,-0.0027410034386452994,-0.025621944303027697,0.00846295803915481,0.004391175453535274
shotgun,0.015865410479818768,-0.002891784915104279,0.012258059033607362,-0.020025099493909522,0.013806690126709228,-0.0014952639777950994
shorty,0.004662449940958989,-0.0037917612944842714,-0.0013701428660248991,0.014594471347773004,0.005278524438366689,0.0024636000524681065
melodies,-0.0017073592034949744,0.004820357879290708,0.0028565398273638714,-0.0037090753495317356,-0.0017496977907513335,0.005820787187550066
relate,0.0011432030919240614,-0.004027236762577377,-0.0016928613863280606,0.007621416864496603,0.003220629954655597,-0.0007115212335735381
record,0.003967536189063305,-0.0049654720905186155,-0.0013562591140447724,-0.0016661159109639648,-0.0032706180770308395,-0.002890690683925948
frown,-0.006668324218228976,0.054944271793792,-0.047542914450590494,-0.023970825981692936,0.0035262194021511116,0.014829420258843906
crime,-0.0005112938239029099,0.004691670062565059,-0.0007287803948583578,0.0011128031689673933,-0.0015711119529010762,-2.823083187517779e-05
shoots,0.0021248379393548583,-0.0026518624945770087,-0.0014047674019278596,0.004356117900528484,-0.000454823367276114,-0.0013189106716875424
waters,0.0022554723119576642,-0.0008016459012718711,0.0014879002257138973,-0.00013999826477648284,0.0033723764631641883,0.00014530934108015627
horse,-0.010366980865595123,0.019093952186806026,-0.006118212716527814,-0.005597568739978497,-0.010720546131885098,0.004382939948674451
losers,-0.0005112938239029099,0.004691670062565059,-0.0007287803948583578,0.0011128031689673933,-0.0015711119529010762,-2.823083187517779e-05
aah,0.07148388152096646,-0.02199248898629279,0.050527463306674396,-0.10646549348690136,0.04724789100188408,0.011955797230355255
darkest,0.0006175771289281823,-0.002020120064269855,0.0022312467099937544,-0.003166491100213164,-0.002515169430641227,0.0005753363353249406
arrived,0.0006175771289281823,-0.002020120064269855,0.0022312467099937544,-0.003166491100213164,-0.002515169430641227,0.0005753363353249406
shape,-0.001452599660813359,-0.0023826046216099506,-0.0064678784408299505,-0.0015753517433225535,-0.0031336524829591794,-0.0006064106200234903
sealed,-0.019519012098224747,0.006168137166787893,0.02502300792979146,0.00194394064793595,-0.019604576982289505,-0.00519540829979646
hotel,0.009119864488386527,-0.004525533296534337,0.000555747411371179,-0.0002345206569491486,-0.0016038675811853639,-0.0012344058015535365
hotter,0.034806792769828884,0.007941145091419776,0.0075313509454178135,0.018796577212589545,0.008784111118218184,-0.0008562621157938357
ashamed,-0.006299677335168682,-0.0021947816148591187,0.00505585836023064,-0.0002724303620430249,0.0055031187305136665,0.003963848952008384
spirit,0.0028053402834006605,-0.003987575151632316,0.001299008418896232,-0.005597663594543325,0.0023502748498262713,0.0006314553993844676
